topic,n,mean_procedural_score,mean_cluster_score,mean_abs_disagreement,cluster_high_share,procedural_high_share,mean_word_count
unemployment insurance reform and assistance programs,1,0.25,0.0,0.25,0.0,0.0,1677.0
unemployment insurance reform and job creation,1,0.0,0.0,0.0,0.0,0.0,70.0
unemployment insurance reform and job strategy,1,0.25,0.0,0.25,0.0,0.0,384.0
unemployment insurance reform and regional rates,1,0.25,0.0,0.25,0.0,0.0,359.0
unemployment insurance reform and rural Canada,1,0.25,0.0,0.25,0.0,0.0,1286.0
unemployment insurance reform bill improvements,1,0.25,0.0,0.25,0.0,0.0,120.0
unemployment insurance regions and benefits,1,0.0,0.0,0.0,0.0,0.0,119.0
unemployment insurance regulation,1,0.25,0.0,0.25,0.0,0.0,105.0
Bank of Canada governor's testimony,1,0.25,0.75,0.5,1.0,0.0,128.0
unemployment insurance regulations and loansharking,1,0.25,0.0,0.25,0.0,0.0,353.0
unemployment insurance regulations and omnibus bills,1,0.5,0.0,0.5,0.0,0.0,1117.0
Bank of Canada inflation forecast and oil prices,1,0.0,0.0,0.0,0.0,0.0,65.0
unemployment insurance regulations on pension and severance pay,1,0.0,0.0,0.0,0.0,0.0,69.0
unemployment insurance report leak,1,0.75,0.75,0.0,1.0,1.0,83.0
unemployment insurance residency requirements,1,0.25,0.0,0.25,0.0,0.0,387.0
unemployment insurance review,1,0.0,0.0,0.0,0.0,0.0,66.0
unemployment insurance rules,1,0.25,0.5,0.25,0.0,0.0,105.0
unemployment insurance scheme,1,0.0,0.0,0.0,0.0,0.0,126.0
unemployment insurance scheme abuses and reform,1,0.25,0.0,0.25,0.0,0.0,1982.0
unemployment insurance scheme inquiry,1,0.25,0.0,0.25,0.0,0.0,220.0
unemployment insurance services,1,0.0,0.0,0.0,0.0,0.0,116.0
unemployment insurance severance pay,1,0.25,0.5,0.25,0.0,0.0,67.0
unemployment insurance sickness benefits,1,0.0,1.0,1.0,1.0,0.0,238.0
unemployment insurance social fabric,1,0.0,0.0,0.0,0.0,0.0,73.0
unemployment insurance spending and projections,1,0.25,0.0,0.25,0.0,0.0,297.0
unemployment insurance staff layoffs,1,0.0,0.0,0.0,0.0,0.0,265.0
unemployment insurance stamps for fishermen,1,0.25,0.0,0.25,0.0,0.0,108.0
unemployment insurance statistics,1,0.0,0.0,0.0,0.0,0.0,80.0
unemployment insurance statistics for Corner Brook,1,0.0,0.5,0.5,0.0,0.0,115.0
unemployment insurance statistics for Northwest Territories,1,0.5,0.0,0.5,0.0,0.0,128.0
unemployment insurance support,1,0.0,0.0,0.0,0.0,0.0,103.0
unemployment insurance system abuse,1,0.25,0.0,0.25,0.0,0.0,93.0
unemployment insurance system inequities,1,0.25,0.0,0.25,0.0,0.0,1214.0
unemployment insurance system objectives,1,0.0,0.0,0.0,0.0,0.0,186.0
unemployment insurance system reform,1,0.25,0.0,0.25,0.0,0.0,844.0
unemployment insurance training benefits,1,0.25,0.0,0.25,0.0,0.0,109.0
unemployment insurance training funding,1,0.25,0.75,0.5,1.0,0.0,82.0
unemployment insurance training programs,1,0.0,0.0,0.0,0.0,0.0,100.0
unemployment insurance tribunal appeals,1,0.25,0.5,0.25,0.0,0.0,412.0
unemployment insurance variable entrance rates,1,0.25,0.0,0.25,0.0,0.0,118.0
unemployment insurance variable entrance requirement,1,0.25,0.0,0.25,0.0,0.0,1153.0
unemployment insurance voluntary quit penalty,1,0.25,0.5,0.25,0.0,0.0,97.0
unemployment insurance vs private insurance,1,0.25,0.0,0.25,0.0,0.0,199.0
Bank of Canada information services,1,0.0,0.0,0.0,0.0,0.0,102.0
unemployment insurance waiting period and earnings definition,1,0.25,0.0,0.25,0.0,0.0,1209.0
unemployment insurance waiting periods and data collection,1,0.25,0.0,0.25,0.0,0.0,1072.0
unemployment insurance work-sharing program,1,0.25,0.0,0.25,0.0,0.0,167.0
unemployment insurance work-sharing schemes,1,0.25,0.0,0.25,0.0,0.0,183.0
unemployment insurance workload,1,0.25,0.0,0.25,0.0,0.0,55.0
"unemployment insurance, pensions, family allowances, medicare",1,0.25,0.0,0.25,0.0,0.0,92.0
unemployment level predictions,1,0.25,0.0,0.25,0.0,0.0,109.0
unemployment levels compared to depression,1,0.0,0.0,0.0,0.0,0.0,54.0
unemployment levels compared to previous government,1,0.25,0.0,0.25,0.0,0.0,71.0
unemployment levels in 1972,1,0.0,0.0,0.0,0.0,0.0,53.0
unemployment measures and budget timing,1,0.25,0.75,0.5,1.0,0.0,76.0
unemployment measures and government action,1,0.25,0.75,0.5,1.0,0.0,1488.0
unemployment of professional engineers,1,0.0,0.5,0.5,0.0,0.0,171.0
unemployment on Bigstone Indian Band,1,0.25,0.25,0.0,0.0,0.0,140.0
unemployment on Cape Breton Island,1,0.25,0.0,0.25,0.0,0.0,225.0
unemployment policy and economic philosophy,1,0.25,0.0,0.25,0.0,0.0,414.0
unemployment policy and government response,1,0.25,0.0,0.25,0.0,0.0,132.0
unemployment problem,1,0.25,0.5,0.25,0.0,0.0,50.0
unemployment programs for Newfoundland,1,0.0,0.0,0.0,0.0,0.0,75.0
unemployment projections,1,0.0,0.0,0.0,0.0,0.0,81.0
Bank of Canada interest rate increases,1,0.25,0.0,0.25,0.0,0.0,68.0
unemployment rate adjustments,1,0.0,0.0,0.0,0.0,0.0,71.0
unemployment rate and budget amendments,1,0.0,0.0,0.0,0.0,0.0,154.0
unemployment rate and budget changes,1,0.25,0.0,0.25,0.0,0.0,199.0
unemployment rate and cost,1,0.0,0.0,0.0,0.0,0.0,211.0
unemployment rate and cost of living,1,0.0,0.0,0.0,0.0,0.0,1164.0
unemployment rate and economic problems,1,0.0,0.0,0.0,0.0,0.0,188.0
unemployment rate and government action,1,0.0,0.75,0.75,1.0,0.0,55.0
unemployment rate and government economic policies,1,0.25,0.0,0.25,0.0,0.0,129.0
unemployment rate and government policy,1,0.1,0.0,0.1,0.0,0.0,378.0
unemployment rate and government projects,1,0.25,0.5,0.25,0.0,0.0,60.0
unemployment rate and interest rates,1,0.25,0.25,0.0,0.0,0.0,195.0
Bank of Canada interest rates and credit,1,0.25,0.0,0.25,0.0,0.0,56.0
unemployment rate and job creation program,1,0.0,0.0,0.0,0.0,0.0,61.0
unemployment rate and job creation schedule,1,0.25,0.75,0.5,1.0,0.0,105.0
unemployment rate and job prospects,1,0.25,0.0,0.25,0.0,0.0,185.0
unemployment rate and labour force participation,1,0.0,0.0,0.0,0.0,0.0,136.0
unemployment rate and tax system,1,0.0,0.0,0.0,0.0,0.0,571.0
unemployment rate and training policies,1,0.25,0.0,0.25,0.0,0.0,70.0
unemployment rate and unemployment insurance costs,1,0.0,0.0,0.0,0.0,0.0,82.0
unemployment rate and welfare recipients,1,0.25,0.0,0.25,0.0,0.0,175.0
unemployment rate and winter capital projects,1,0.0,0.0,0.0,0.0,0.0,73.0
unemployment rate and work force size,1,0.0,0.0,0.0,0.0,0.0,63.0
unemployment rate as government goal,1,0.25,0.0,0.25,0.0,0.0,95.0
unemployment rate assessment,1,0.25,0.0,0.25,0.0,0.0,73.0
Bank of Canada intervention in interest rates,1,0.0,0.0,0.0,0.0,0.0,134.0
unemployment rate calculation methods,1,0.0,0.0,0.0,0.0,0.0,229.0
unemployment rate changes by province,1,0.0,0.0,0.0,0.0,0.0,101.0
unemployment rate compared to US,1,0.0,0.0,0.0,0.0,0.0,88.0
unemployment rate figures,1,0.0,0.0,0.0,0.0,0.0,76.0
unemployment rate for women,1,0.25,0.0,0.25,0.0,0.0,115.0
Bank of Canada intervention in international market,1,0.25,0.25,0.0,0.0,0.0,118.0
unemployment rate forecast for 1982,1,0.0,0.0,0.0,0.0,0.0,155.0
unemployment rate improvement,1,0.25,0.0,0.25,0.0,0.0,54.0
unemployment rate in Canada,1,0.25,0.25,0.0,0.0,0.0,52.0
unemployment rate in Cornwall,1,0.25,0.0,0.25,0.0,0.0,90.0
unemployment rate in Montreal,1,0.0,0.0,0.0,0.0,0.0,64.0
unemployment rate in Newfoundland,1,0.25,0.0,0.25,0.0,0.0,123.0
unemployment rate in Outaouais region,1,0.5,1.0,0.5,1.0,0.0,128.0
unemployment rate in Quebec,1,0.0,0.75,0.75,1.0,0.0,51.0
unemployment rate in Sudbury,1,0.75,0.0,0.75,0.0,1.0,103.0
unemployment rate increase,1,0.25,0.0,0.25,0.0,0.0,105.0
unemployment rate increase and government cuts,1,0.0,0.0,0.0,0.0,0.0,462.0
unemployment rate participation rate,1,0.0,0.0,0.0,0.0,0.0,90.0
unemployment rate prediction,1,0.0,0.5,0.5,0.0,0.0,64.0
unemployment rate predictions,1,0.25,0.5,0.25,0.0,0.0,73.0
unemployment rate projections,1,0.0,0.0,0.0,0.0,0.0,96.0
unemployment rate targets,1,0.0,0.0,0.0,0.0,0.0,51.0
unemployment rate trends,1,0.0,0.0,0.0,0.0,0.0,128.0
unemployment rates and government measures,1,0.0,0.5,0.5,0.0,0.0,97.0
unemployment rates and government policy,1,0.0,0.5,0.5,0.0,0.0,87.0
unemployment rates and provincial deficits,1,0.25,0.0,0.25,0.0,0.0,345.0
unemployment rates and trends,1,0.1,0.0,0.1,0.0,0.0,515.0
unemployment reduction measures,1,0.0,0.5,0.5,0.0,0.0,61.0
unemployment reduction program funding,1,0.0,0.0,0.0,0.0,0.0,91.0
unemployment reduction targets,1,0.0,0.0,0.0,0.0,0.0,77.0
unemployment relief in Montreal,1,0.0,0.0,0.0,0.0,0.0,56.0
unemployment retraining course statistics,1,0.0,0.0,0.0,0.0,0.0,54.0
unemployment sick benefits in rural regions,1,0.25,0.75,0.5,1.0,0.0,64.0
unemployment situation,1,0.25,0.75,0.5,1.0,0.0,60.0
unemployment situation in the country,1,0.0,0.5,0.5,0.0,0.0,62.0
Bank of Canada intervention to defend the dollar,1,0.25,0.0,0.25,0.0,0.0,188.0
unemployment statistics and Canada Works Program,1,0.25,0.0,0.25,0.0,0.0,123.0
unemployment statistics and government policy,1,0.0,0.0,0.0,0.0,0.0,251.0
unemployment statistics and government responsibility,1,0.25,0.75,0.5,1.0,0.0,217.0
unemployment statistics and job creation,1,0.25,0.0,0.25,0.0,0.0,80.0
unemployment statistics and labour force changes,1,0.0,0.0,0.0,0.0,0.0,151.0
unemployment statistics and municipal finance,1,0.25,0.0,0.25,0.0,0.0,1102.0
unemployment statistics and status Indians,1,0.25,0.0,0.25,0.0,0.0,105.0
unemployment statistics and welfare,1,0.25,0.0,0.25,0.0,0.0,120.0
unemployment statistics comparison,1,0.5,0.5,0.0,0.0,0.0,82.0
unemployment statistics compilation methods,1,0.25,0.0,0.25,0.0,0.0,1573.0
unemployment statistics interpretation,1,0.0,0.5,0.5,0.0,0.0,128.0
unemployment statistics investigators,1,0.25,0.0,0.25,0.0,0.0,135.0
unemployment statistics leak allegation,1,0.25,0.0,0.25,0.0,0.0,148.0
unemployment statistics methods,1,0.0,0.5,0.5,0.0,0.0,66.0
unemployment targets and inflation,1,0.0,0.0,0.0,0.0,0.0,131.0
unequal enforcement of criminal law,1,0.25,1.0,0.75,1.0,0.0,233.0
unfair competition for Canadian truckers,1,0.25,0.0,0.25,0.0,0.0,143.0
unfair price and wage controls,1,0.25,0.0,0.25,0.0,0.0,503.0
unfair trade law through GATT,1,0.0,0.5,0.5,0.0,0.0,52.0
unfairness of the budget,1,0.25,0.5,0.25,0.0,0.0,68.0
unfounded accusation,1,0.75,0.5,0.25,0.0,1.0,131.0
unfounded allegations,1,0.75,0.5,0.25,0.0,1.0,96.0
unfulfilled election promises and government performance,1,0.5,0.0,0.5,0.0,0.0,268.0
unfunded student applications,1,0.5,0.5,0.0,0.0,0.0,102.0
unfunded supplementary retirement benefits actuarial present value,1,0.0,0.0,0.0,0.0,0.0,80.0
unidentified flying objects investigations,1,0.0,0.5,0.5,0.0,0.0,54.0
unidentified flying objects sightings,1,0.0,0.5,0.5,0.0,0.0,90.0
unification bill debate,1,0.5,0.75,0.25,1.0,0.0,60.0
Bank of Canada loans to provinces,1,0.25,0.0,0.25,0.0,0.0,684.0
unification of Canadian defence policy,1,0.0,0.0,0.0,0.0,0.0,357.0
unification of Ontario and British Columbia courts,1,0.0,0.0,0.0,0.0,0.0,333.0
Bank of Canada loans to provincial governments,1,0.0,0.0,0.0,0.0,0.0,236.0
Bank of Canada mandate on employment,1,0.25,0.0,0.25,0.0,0.0,100.0
unification of prairie provinces,1,0.25,0.75,0.5,1.0,0.0,54.0
Bank of Canada market transactions,1,0.0,0.0,0.0,0.0,0.0,291.0
unification policy and highland band,1,0.25,0.5,0.25,0.0,0.0,50.0
unified family court in Newfoundland,1,0.0,0.0,0.0,0.0,0.0,135.0
unified family courts and matrimonial property reform,1,0.1,0.0,0.1,0.0,0.0,887.0
unified thinking in the armed forces,1,0.25,0.5,0.25,0.0,0.0,70.0
uniform corporations and securities legislation,1,0.0,0.0,0.0,0.0,0.0,63.0
uniform costs and existing stocks,1,0.0,0.5,0.5,0.0,0.0,56.0
uniformity of divorce appeal provisions,1,0.0,0.0,0.0,0.0,0.0,197.0
uniformity of gasoline prices in Quebec,1,0.25,0.0,0.25,0.0,0.0,115.0
uniformity of law in Prince Edward Island,1,0.25,0.5,0.25,0.0,0.0,72.0
uniforms for armed forces personnel,1,0.0,0.5,0.5,0.0,0.0,72.0
Bank of Canada meeting on differentials,1,0.25,0.0,0.25,0.0,0.0,50.0
unilateral change to standing orders,1,0.75,1.0,0.25,1.0,1.0,238.0
unilateral reference to the Supreme Court,1,0.5,0.5,0.0,0.0,0.0,58.0
unilingual employees at Queen Mary Veterans Hospital,1,0.0,0.5,0.5,0.0,0.0,50.0
unilingualism in air communications,1,0.75,1.0,0.25,1.0,1.0,133.0
unindicted co-conspirators in legal action,1,0.0,0.5,0.5,0.0,0.0,127.0
uninsured depositors and commission report,1,0.25,0.5,0.25,0.0,0.0,54.0
uninsured deposits and asset liquidation,1,0.0,0.5,0.5,0.0,0.0,102.0
uninsured losses at Department of Agriculture,1,0.0,0.5,0.5,0.0,0.0,87.0
unintentional misleading of the house,1,0.75,0.5,0.25,0.0,1.0,53.0
union allegations and strikebreaking,1,0.25,0.5,0.25,0.0,0.0,65.0
union and corporate political donations,1,0.25,0.5,0.25,0.0,0.0,85.0
union busting vs pension reform,1,0.5,0.75,0.25,1.0,0.0,95.0
union collective agreement negotiation,1,0.0,0.5,0.5,0.0,0.0,68.0
union consultation on working conditions,1,0.25,0.0,0.25,0.0,0.0,78.0
union contributions to political parties,1,0.25,0.75,0.5,1.0,0.0,279.0
union discipline vs Canadian law,1,0.25,0.0,0.25,0.0,0.0,132.0
union donations and wage inequity,1,0.25,0.0,0.25,0.0,0.0,264.0
union dues for political contributions,1,0.25,0.75,0.5,1.0,0.0,358.0
union election and contract ratification irregularities,1,0.1,0.5,0.4,0.0,0.0,205.0
union interference in Canadian labour,1,0.25,0.25,0.0,0.0,0.0,84.0
union interference with grain marketing,1,0.25,0.0,0.25,0.0,0.0,57.0
union jack as symbol of allegiance,1,0.5,0.5,0.0,0.0,0.0,82.0
union leader's legal troubles,1,0.5,0.75,0.25,1.0,0.0,208.0
union leaders' opposition to government,1,0.75,0.75,0.0,1.0,1.0,186.0
union leadership and party support,1,0.25,0.5,0.25,0.0,0.0,50.0
union leadership dispute,1,0.25,0.5,0.25,0.0,0.0,164.0
union liability for illegal strikes,1,0.25,0.0,0.25,0.0,0.0,1940.0
union meeting request,1,0.25,0.5,0.25,0.0,0.0,83.0
union organization and unorganized workers,1,0.0,0.5,0.5,0.0,0.0,102.0
union property and trustees' powers,1,0.1,0.5,0.4,0.0,0.0,396.0
union relations and mail box vandalism,1,0.25,0.5,0.25,0.0,0.0,112.0
union representations,1,0.25,0.5,0.25,0.0,0.0,78.0
union rights for army personnel,1,0.25,0.5,0.25,0.0,0.0,56.0
union security and collective bargaining,1,0.25,0.75,0.5,1.0,0.0,286.0
union trial investigation,1,0.25,0.5,0.25,0.0,0.0,61.0
union trustees and management advisory council,1,0.25,0.5,0.25,0.0,0.0,411.0
union vs bank political contributions,1,0.25,0.0,0.25,0.0,0.0,291.0
union wage demands and work week,1,0.0,0.0,0.0,0.0,0.0,79.0
unionization of legislative staff,1,0.25,0.5,0.25,0.0,0.0,273.0
unionization of penitentiary staff,1,0.25,0.5,0.25,0.0,0.0,518.0
unit trains for grain to Atlantic ports,1,0.0,0.5,0.5,0.0,0.0,57.0
universal emergency telephone number 911,1,0.0,0.0,0.0,0.0,0.0,647.0
universal medicare principles,1,0.25,0.25,0.0,0.0,0.0,105.0
universal old age pensions and health department development,1,0.0,0.0,0.0,0.0,0.0,258.0
universal product code in retail,1,0.0,0.0,0.0,0.0,0.0,155.0
universal programs and Ginger Group influence,1,0.25,0.5,0.25,0.0,0.0,71.0
universal publicly-funded day care,1,0.25,0.0,0.25,0.0,0.0,231.0
universal social programs,1,0.25,0.75,0.5,1.0,0.0,65.0
universality in medicare programs,1,0.0,0.5,0.5,0.0,0.0,81.0
universality of benefits,1,0.25,0.75,0.5,1.0,0.0,68.0
universality of health care services,1,0.25,0.0,0.25,0.0,0.0,131.0
universality of health programs,1,0.25,0.75,0.5,1.0,0.0,84.0
universality of medical insurance,1,0.0,0.0,0.0,0.0,0.0,171.0
universality of old age security,1,0.25,0.75,0.5,1.0,0.0,354.0
universality of pensions and taxation,1,0.25,0.5,0.25,0.0,0.0,83.0
universality of social benefits for seniors and families,1,0.25,0.0,0.25,0.0,0.0,428.0
Bank of Canada monetary control,1,0.25,0.0,0.25,0.0,0.0,329.0
universality of social programs and taxation,1,0.0,0.0,0.0,0.0,0.0,177.0
universality of social programs like OAS and Family Allowance,1,0.1,0.0,0.1,0.0,0.0,626.0
universities' role in pharmaceutical discoveries,1,0.0,0.5,0.5,0.0,0.0,70.0
university French language instruction funding,1,0.0,0.5,0.5,0.0,0.0,127.0
university administration and Income Tax Act,1,0.25,0.0,0.25,0.0,0.0,114.0
university admissions and supply of Canadians,1,0.0,0.5,0.5,0.0,0.0,54.0
university agreements with Quebec,1,0.0,0.0,0.0,0.0,0.0,56.0
university alumni and sports,1,0.25,0.5,0.25,0.0,0.0,73.0
university and college funding for youth unemployment,1,0.25,0.0,0.25,0.0,0.0,153.0
university course at College militaire de Saint-Jean,1,0.0,0.5,0.5,0.0,0.0,58.0
university education and agricultural research funding,1,0.1,0.0,0.1,0.0,0.0,551.0
university education and government control,1,0.1,0.0,0.1,0.0,0.0,222.0
university entrance for students affected by strike,1,0.25,0.0,0.25,0.0,0.0,158.0
university expulsion,1,0.75,0.5,0.25,0.0,1.0,60.0
"university facilities, trade policy, and immigration",1,0.25,0.75,0.5,1.0,0.0,1167.0
university funding allocations,1,0.0,0.5,0.5,0.0,0.0,51.0
university funding and budget cuts,1,0.25,0.0,0.25,0.0,0.0,211.0
university funding and post-secondary education,1,0.25,0.0,0.25,0.0,0.0,325.0
university funding and projected cuts,1,0.0,0.0,0.0,0.0,0.0,149.0
university funding and student debt,1,0.25,0.0,0.25,0.0,0.0,513.0
university funding and student enrollment,1,0.0,0.0,0.0,0.0,0.0,246.0
university fundraising by public servants,1,0.25,0.0,0.25,0.0,0.0,146.0
university of toronto registrar letter,1,0.0,0.5,0.5,0.0,0.0,77.0
university participation in economic renewal,1,0.25,0.0,0.25,0.0,0.0,103.0
university programs in federal penitentiaries,1,0.0,0.5,0.5,0.0,0.0,57.0
university recreational facilities funding and discrimination,1,0.0,0.5,0.5,0.0,0.0,111.0
university rehabilitation programs in penitentiaries,1,0.25,0.5,0.25,0.0,0.0,240.0
Bank of Canada monetary policy,1,0.0,0.0,0.0,0.0,0.0,330.0
Bank of Canada monetary policy and inflation,1,0.0,0.0,0.0,0.0,0.0,61.0
university research funding and EPF,1,0.25,0.0,0.25,0.0,0.0,260.0
Bank of Canada monetary policy and interest rates,1,0.25,0.0,0.25,0.0,0.0,944.0
university research funding and policy,1,0.25,0.5,0.25,0.0,0.0,104.0
university research grants by national research council,1,0.0,0.5,0.5,0.0,0.0,135.0
university resolutions and government estimates,1,0.5,0.5,0.0,0.0,0.0,161.0
university scholarship and loan plan,1,0.0,0.75,0.75,1.0,0.0,51.0
university scholarships for African students,1,0.0,0.0,0.0,0.0,0.0,201.0
university staff letter on arms shipments,1,0.25,0.5,0.25,0.0,0.0,114.0
university students demonstration in house of commons,1,0.75,0.75,0.0,1.0,1.0,312.0
university technical assistance contract,1,0.1,0.5,0.4,0.0,0.0,272.0
university training funding and research,1,0.25,0.0,0.25,0.0,0.0,118.0
university training program for Northwest Territories,1,0.25,0.5,0.25,0.0,0.0,55.0
university tuition fee increases,1,0.0,0.0,0.0,0.0,0.0,187.0
university tuition fees and funding,1,0.25,0.5,0.25,0.0,0.0,128.0
unlawful interference with aircraft,1,0.0,0.5,0.5,0.0,0.0,141.0
unlawful search and seizure,1,0.25,0.5,0.25,0.0,0.0,84.0
unlimited time for speakers,1,1.0,1.0,0.0,1.0,1.0,51.0
unnatural deaths and rape statistics,1,0.0,0.5,0.5,0.0,0.0,71.0
unpaid taxes and budget projections,1,0.0,0.0,0.0,0.0,0.0,64.0
unparliamentary expression,1,1.0,0.5,0.5,0.0,1.0,64.0
unparliamentary expressions,1,0.75,0.5,0.25,0.0,1.0,60.0
Bank of Canada monetary supply,1,0.0,0.0,0.0,0.0,0.0,60.0
unparliamentary language and gendered terms,1,0.75,1.0,0.25,1.0,1.0,54.0
unparliamentary language and member eviction,1,1.0,0.75,0.25,1.0,1.0,86.0
unparliamentary language and misleading the house,1,0.75,1.0,0.25,1.0,1.0,243.0
unparliamentary language and patronage,1,0.75,0.75,0.0,1.0,1.0,130.0
unparliamentary language by Prime Minister,1,0.75,0.75,0.0,1.0,1.0,174.0
unparliamentary language of Minister of Finance,1,0.75,1.0,0.25,1.0,1.0,78.0
Bank of Canada money supply increase,1,0.0,0.0,0.0,0.0,0.0,79.0
unparliamentary remarks,1,0.75,0.5,0.25,0.0,1.0,73.0
unparliamentary remarks and the Speaker's authority,1,0.75,1.0,0.25,1.0,1.0,201.0
unpegging of Canadian dollar and its economic impact,1,0.25,0.0,0.25,0.0,0.0,1064.0
unsatisfied judgment fund claims,1,0.0,0.5,0.5,0.0,0.0,58.0
unscheduled absenteeism in Canada Labour Code,1,0.0,0.5,0.5,0.0,0.0,108.0
unsold silver coins at the Mint,1,0.0,0.5,0.5,0.0,0.0,77.0
unspecified costs of government bill,1,0.25,0.0,0.25,0.0,0.0,191.0
unsubstantiated allegations in contract,1,0.5,0.75,0.25,1.0,0.0,103.0
untaxed corporation award to Union Gas,1,0.1,0.0,0.1,0.0,0.0,164.0
untendered contract for laundry equipment,1,0.5,0.5,0.0,0.0,0.0,64.0
unused government buildings,1,0.0,0.5,0.5,0.0,0.0,54.0
unveiling statue and House time,1,0.5,0.75,0.25,1.0,0.0,82.0
updating Canadian Classification and Dictionary of Occupations,1,0.0,0.5,0.5,0.0,0.0,318.0
updating applications for hearings,1,0.0,0.5,0.5,0.0,0.0,55.0
updating armed forces equipment and manpower,1,0.0,0.5,0.5,0.0,0.0,145.0
updating customs tariff and duties relief act,1,0.25,0.0,0.25,0.0,0.0,1120.0
upgrading policy exemptions,1,0.0,0.5,0.5,0.0,0.0,57.0
uranium and arsenic pollution in Lake Ontario,1,0.0,0.75,0.75,1.0,0.0,152.0
uranium and nuclear equipment sales,1,0.0,0.25,0.25,0.0,0.0,91.0
Bank of Canada policy,1,0.25,0.0,0.25,0.0,0.0,87.0
uranium cartel and US trade policy,1,0.25,0.25,0.0,0.0,0.0,687.0
uranium cartel and cabinet documents,1,0.25,0.75,0.5,1.0,0.0,150.0
uranium cartel and market conditions,1,0.0,0.0,0.0,0.0,0.0,136.0
uranium cartel formation and secrecy,1,0.25,0.0,0.25,0.0,0.0,1180.0
uranium cartel price fixing,1,0.0,0.5,0.5,0.0,0.0,126.0
uranium cartel prosecution Crown immunity,1,0.25,0.25,0.0,0.0,0.0,150.0
uranium cartel prosecution guarantees,1,0.25,0.75,0.5,1.0,0.0,162.0
uranium cartel report and legal advice,1,0.0,0.5,0.5,0.0,0.0,153.0
uranium city electricity service,1,0.0,0.0,0.0,0.0,0.0,79.0
uranium court case appeal,1,0.0,0.5,0.5,0.0,0.0,108.0
uranium diversion and bomb production,1,0.25,0.5,0.25,0.0,0.0,81.0
uranium enrichment embargo,1,0.0,0.25,0.25,0.0,0.0,61.0
uranium enrichment plant construction,1,0.0,0.75,0.75,1.0,0.0,74.0
uranium enrichment plant debate,1,0.25,0.75,0.5,1.0,0.0,95.0
uranium exploration moratorium in Northwest Territories,1,0.0,0.5,0.5,0.0,0.0,77.0
uranium exploration permits and Inuit land claims,1,0.25,0.25,0.0,0.0,0.0,921.0
uranium export contract details,1,0.25,0.5,0.25,0.0,0.0,106.0
uranium export controls,1,0.25,0.5,0.25,0.0,0.0,77.0
uranium export policy and safeguards,1,0.0,0.5,0.5,0.0,0.0,160.0
uranium export upgrading policy,1,0.0,0.0,0.0,0.0,0.0,144.0
uranium exports for military purposes,1,0.25,0.0,0.25,0.0,0.0,98.0
uranium importation from Namibia,1,0.0,0.5,0.5,0.0,0.0,91.0
uranium in Canadian hands,1,0.0,0.75,0.75,1.0,0.0,55.0
uranium industry assistance program,1,0.0,0.5,0.5,0.0,0.0,79.0
uranium industry development policies,1,0.0,0.0,0.0,0.0,0.0,68.0
uranium industry regulation,1,0.0,0.5,0.5,0.0,0.0,52.0
uranium mine closure and stockpiling,1,0.0,0.5,0.5,0.0,0.0,76.0
uranium mine production loans,1,0.25,0.5,0.25,0.0,0.0,72.0
uranium mining and nuclear power generation,1,0.1,0.0,0.1,0.0,0.0,1356.0
uranium mining industry confusion,1,0.25,0.0,0.25,0.0,0.0,170.0
uranium mining industry history,1,0.0,0.75,0.75,1.0,0.0,121.0
uranium oxide contract for Metal Mines Limited,1,0.25,0.0,0.25,0.0,0.0,981.0
uranium oxide contracts for Canadian companies,1,0.0,0.75,0.75,1.0,0.0,68.0
uranium oxide export to Europe,1,0.0,0.5,0.5,0.0,0.0,99.0
uranium plant feasibility study,1,0.0,0.0,0.0,0.0,0.0,71.0
uranium price controls and competition,1,0.25,0.75,0.5,1.0,0.0,136.0
uranium price fixing cartel,1,0.0,0.5,0.5,0.0,0.0,156.0
uranium price-fixing cartel,1,0.0,0.5,0.5,0.0,0.0,103.0
uranium prices and Canadian jobs,1,0.25,0.0,0.25,0.0,0.0,73.0
uranium processing and corporate merger rulings,1,0.25,0.0,0.25,0.0,0.0,415.0
uranium reserves and export policy,1,0.0,0.5,0.5,0.0,0.0,101.0
uranium reserves for domestic reactors,1,0.0,0.5,0.5,0.0,0.0,60.0
uranium sale negotiations with France,1,0.0,0.75,0.75,1.0,0.0,63.0
uranium sale to France for peaceful purposes,1,0.0,0.0,0.0,0.0,0.0,353.0
uranium sales negotiations with France,1,0.0,0.75,0.75,1.0,0.0,118.0
uranium sales to France,1,0.0,0.75,0.75,1.0,0.0,127.0
uranium sales to the United States,1,0.0,0.25,0.25,0.0,0.0,65.0
uranium stockpiling investment,1,0.25,1.0,0.75,1.0,0.0,55.0
uranium stockpiling policy extension,1,0.0,0.75,0.75,1.0,0.0,191.0
uranium supply and Canadian control,1,0.25,0.0,0.25,0.0,0.0,375.0
uranium trade and nuclear weapons treaty,1,0.0,0.5,0.5,0.0,0.0,123.0
uranium trade with the United States,1,0.0,0.75,0.75,1.0,0.0,52.0
urban affairs and housing committee discussion,1,0.25,0.75,0.5,1.0,0.0,198.0
Bank of Canada printing Quebec currency,1,0.25,0.0,0.25,0.0,0.0,93.0
urban affairs capital budget approval,1,0.25,0.5,0.25,0.0,0.0,56.0
urban affairs capital spending estimates,1,0.25,0.75,0.5,1.0,0.0,69.0
urban affairs carrying costs,1,0.0,0.5,0.5,0.0,0.0,87.0
