topic,category,error
government response to crisis,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
language program for immigrant women,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Canadian farmers and European trade war,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
chinook tagging program for fishers,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
free trade agreement contents,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
advocacy advertising and free trade agreement,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
F-18 firing range in Saguenay-Lac-Saint-Jean,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
tobacco advertising ban and public health,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
tobacco advertising and freedom of expression,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
effectiveness of anti-smoking legislation,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
tobacco products health hazards,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
vote on Bill C-51,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
tobacco advertising and federal tax revenue,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
free trade agreement impact on food processing industry,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
extradition of Charles Ng,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
US congressional committee recommendations,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
landing rights for western fish,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
child care funding and strategy,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
child care spaces and objectives,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Public Service Alliance language teachers contract,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
federal funding for day-care spaces,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
British fur labelling legislation,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
indigenous culture and fur industry,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Toronto Waterfront commissioner appointment,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
free trade agreement with United States,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
procedural debate,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
northern airline service from Edmonton,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
privatization of Air Canada,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Canada-UK submarine contract and fur trade,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
UK labelling of Canadian furs,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Indian Act by-laws review process,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Bank of Canada policy,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
monetary policy and free trade,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
fur product labelling and British Cabinet resolution,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Canadian fur industry and British trade relations,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
two-price wheat system savings,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
monitoring bread prices,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Old Port of Quebec development proposals,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
National Film Board distribution system,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
post office privatization in western Canada,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Members' travel and expense accounts,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Indian Affairs compensation and social programs,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
amend Indian Act (designated lands),,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
Indian Act amendments and trust funds,,"ParseError: expected 50 labels, got 48: [
""Justice, Rights & Immigration"",
""Government Operations & Ethics"",
""Trade & Industry"",
""Trade & Industry"",
""Trade & Industry"",
""Social Policy"",
""Government Operations & Ethics"",
""Social Policy"",
""Tr"
AIDS funding delay,Social Policy,
U.S.-Canada Free Trade Agreement and health services,Trade & Industry,
Labrador Inuit land claims settlement,Indigenous & Northern Affairs,
Labrador Inuit land claims,Indigenous & Northern Affairs,
western farmers and commodity prices,Agriculture & Natural Resources,
Ontario's Independent Health Facilities Bill,Social Policy,
airport security clearance backlog,Government Operations & Ethics,
Air Canada sale and deficit reduction,Economic & Fiscal Policy,
organized crime in Canada,"Justice, Rights & Immigration",
interpretation of standing orders on time allocation,Parliamentary Affairs,
time allocation for Air Canada bill,Parliamentary Affairs,
time allocation on Air Canada privatization,Parliamentary Affairs,
free trade agreement and chicken imports,Trade & Industry,
federal government treatment of Quebec,Intergovernmental & Constitutional Affairs,
Canada-U.S. Free Trade Agreement and health care,Trade & Industry,
free trade agreement and blood banks,Trade & Industry,
lease extension for transport department,Government Operations & Ethics,
unanimous consent for debate resumption,Parliamentary Affairs,
privatization of Air Canada and debate limitation,Parliamentary Affairs,
Air Canada privatization and debate time allocation,Parliamentary Affairs,
Air Canada funding and aircraft purchase,Economic & Fiscal Policy,
Official Languages Act and Meech Accord,Intergovernmental & Constitutional Affairs,
duty-free entry for cruise ships,Trade & Industry,
tribute to Cardinal Louis-Albert Vachon,Government Operations & Ethics,
mussel toxin case mismanagement and compensation,"Justice, Rights & Immigration",
"postal service reductions in Topley, BC",Government Operations & Ethics,
"new postal outlet in Wanup, Ontario",Government Operations & Ethics,
income tax deferral for drought-stricken farmers,Agriculture & Natural Resources,
point of order on motion positioning,Parliamentary Affairs,
privatization of Air Canada and broken promises,Parliamentary Affairs,
deferred vote and private members' business,Parliamentary Affairs,
Canadian exports and US legislation,Trade & Industry,
CLC campaign opposing Canada Post,Government Operations & Ethics,
housing bank funding in budget,Social Policy,
Finance Committee recommendations on Private Member's Bill,Parliamentary Affairs,
report on offshore petroleum resource management,Agriculture & Natural Resources,
prohibiting strikes in crown corporations,Parliamentary Affairs,
Haitian democracy and human rights,Foreign Affairs & Defence,
Canada-Quebec co-operation agreement,Intergovernmental & Constitutional Affairs,
order of business on trade bill,Parliamentary Affairs,
fines and imprisonment for breaching US trade law,"Justice, Rights & Immigration",
nuclear attack submarines vs alternative Arctic sovereignty,Foreign Affairs & Defence,
naval defence capabilities in the North,Foreign Affairs & Defence,
federal spending in Quebec,Economic & Fiscal Policy,
arrangement of House business,Parliamentary Affairs,
Speaker's authority on government motions,Parliamentary Affairs,
Speaker's ruling on BNA Act section 49,Parliamentary Affairs,
consideration of priority list of legislation,Parliamentary Affairs,
clarity of procedural items,Parliamentary Affairs,
Speaker's vote and majority decisions,Parliamentary Affairs,
federal funding for AIDS epidemic response,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
parliamentary procedure and rights,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Opposition obstruction of government legislation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
"Meech Lake Accord, Bill C-22, Bill C-72",,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
free trade agreement debate time allocation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
US trade deal subsidy definition negotiation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Newfoundland Railway closure compensation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
refugee and immigration policy,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
safe third countries for refugees,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
free trade deal and federal energy policy,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
National Energy Program votes and history,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Mulroney-Reagan trade deal and energy policy,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
free trade deal energy provisions,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
relevance of speech to concurrence motion,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Liberal Party policy on peace and disarmament,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Indian band food catering contract,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
veterans and war remembrance,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Air Canada bilingualism in Official Languages Act,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
taxable benefit for employee counselling fees,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
parliamentary procedure and democratic traditions,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
CBC reporting on abortion symposium,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Firestone loan and job export,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
purchase of nuclear powered submarines,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Canadian Armed Forces funding and equipment,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
income tax reform and fairness,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
federal government assistance to peripheral regions,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
AIDS education and homosexual lifestyle,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Hibernia oil field development,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
allegations against member of parliament,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
pages leave the chamber,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Meech Lake constitutional accord amendments,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
constitutional amendment and territorial rights,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
aboriginal land claims and self-government,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
referendum and unanimity clause in constitutional reform,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
capital costs of proposed changes,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
rural unemployment rate and job creation funds,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
sentencing initiative with provinces,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
interpretation of Standing Order 10(2),,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Opposition procedural wrangles,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
public servants and Canada-U.S. trade deal,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Canada's water in trade deal,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
regional development and job programs,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
public relations contracts for free trade promotion,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
support for government resolution on ocean defence,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
social security agreement for pensioners,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
National Transportation Act amendment for disabled,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
debate on subamendments,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
Stanley Park anniversary and preservation,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Intergovernmental & Constitutional Affairs"",
""Trade & Industry"",
""Trade & Industry"",
""Economic & Fiscal Policy"",
""Justice, Rights "
