topic,category,error
natural gas export authorization,Agriculture & Natural Resources,
natural gas export curtailment decision,Agriculture & Natural Resources,
natural gas export licences,Agriculture & Natural Resources,
natural gas export licences and reserves,Agriculture & Natural Resources,
natural gas export policy,Agriculture & Natural Resources,
natural gas export policy and Canadian content,Agriculture & Natural Resources,
natural gas export policy and revenues,Agriculture & Natural Resources,
natural gas export price,Agriculture & Natural Resources,
natural gas export prices and volume,Agriculture & Natural Resources,
natural gas export pricing,Trade & Industry,
natural gas export reduction timeframe,Agriculture & Natural Resources,
natural gas export surplus test,Agriculture & Natural Resources,
natural gas export tax and resource development,Agriculture & Natural Resources,
natural gas export tax on western provinces,Agriculture & Natural Resources,
natural gas export tax policy,Agriculture & Natural Resources,
natural gas exports and Alaska pipeline financing,Agriculture & Natural Resources,
natural gas exports and Canadian economic dependency,Agriculture & Natural Resources,
natural gas exports and balance of payments,Economic & Fiscal Policy,
natural gas exports and company finances,Agriculture & Natural Resources,
natural gas exports and exploration,Agriculture & Natural Resources,
natural gas exports and provincial petroleum tax,Intergovernmental & Constitutional Affairs,
natural gas exports and the national energy board,Agriculture & Natural Resources,
natural gas exports to the US,Trade & Industry,
natural gas exports to the United States,Agriculture & Natural Resources,
natural gas extension to east coast,Agriculture & Natural Resources,
natural gas industry agreement,Agriculture & Natural Resources,
natural gas infrastructure and job creation,Agriculture & Natural Resources,
natural gas marketing ambiguities,Agriculture & Natural Resources,
natural gas marketing and pricing,Agriculture & Natural Resources,
natural gas pipeline benefits for Atlantic provinces,Agriculture & Natural Resources,
natural gas pipeline development and support,Agriculture & Natural Resources,
natural gas pipeline expropriation of land,Agriculture & Natural Resources,
natural gas pipeline funding for British Columbia,Agriculture & Natural Resources,
natural gas pipeline policy,Agriculture & Natural Resources,
natural gas pipeline to Quebec City and maritimes,Agriculture & Natural Resources,
natural gas pipeline to Quebec City and the maritimes,Agriculture & Natural Resources,
natural gas pipeline to Quebec and maritimes,Agriculture & Natural Resources,
natural gas pipeline to eastern Canada,Agriculture & Natural Resources,
natural gas price and oil price linkage,Economic & Fiscal Policy,
natural gas price and tax,Economic & Fiscal Policy,
natural gas price increases,Agriculture & Natural Resources,
natural gas price mediation,Agriculture & Natural Resources,
natural gas price relative to oil,Agriculture & Natural Resources,
natural gas price test for US exports,Trade & Industry,
natural gas prices and food production costs,Agriculture & Natural Resources,
natural gas prices comparison,Economic & Fiscal Policy,
natural gas prices for Manitobans,Agriculture & Natural Resources,
natural gas prices for small consumers,Agriculture & Natural Resources,
natural gas pricing and community servicing,Agriculture & Natural Resources,
natural gas pricing and export sales,Agriculture & Natural Resources,
natural gas pricing and marketing,Agriculture & Natural Resources,
natural gas pricing for consumers,Agriculture & Natural Resources,
natural gas pricing negotiations,Agriculture & Natural Resources,
natural gas production and wellhead taxes,Agriculture & Natural Resources,
natural gas reserves and exportable surplus,Agriculture & Natural Resources,
natural gas reserves and exports,Agriculture & Natural Resources,
natural gas reserves and life index,Agriculture & Natural Resources,
natural gas reserves and pipeline development,Agriculture & Natural Resources,
natural gas resources and export licences,Agriculture & Natural Resources,
natural gas revenue distribution and exploration,Agriculture & Natural Resources,
natural gas sales to the US,Trade & Industry,
natural gas services for communities,Agriculture & Natural Resources,
natural gas substitution and conservation,Agriculture & Natural Resources,
natural gas supply and conversion,Agriculture & Natural Resources,
natural gas supply and conversion funding,Agriculture & Natural Resources,
natural gas supply and cost,Agriculture & Natural Resources,
natural gas supply and price,Agriculture & Natural Resources,
natural gas supply availability,Agriculture & Natural Resources,
natural gas supply for northern Ontario industries,Agriculture & Natural Resources,
natural gas supply formula,Agriculture & Natural Resources,
natural gas supply investigation,Agriculture & Natural Resources,
natural gas taxation and rates,Agriculture & Natural Resources,
natural gas utilities taxes in Medicine Hat,Agriculture & Natural Resources,
natural indissolubility of marriage,"Justice, Rights & Immigration",
natural law and Antigone,"Justice, Rights & Immigration",
natural law and human rights,"Justice, Rights & Immigration",
natural law and individual rights,"Justice, Rights & Immigration",
natural outcropping clean-up,Agriculture & Natural Resources,
natural resource development in bill C-219,Agriculture & Natural Resources,
natural resource issue negotiations,Agriculture & Natural Resources,
natural resource management and economic restraint,Agriculture & Natural Resources,
natural resources and consumer gas prices,Agriculture & Natural Resources,
natural resources and their availability,Agriculture & Natural Resources,
natural resources as a trust for future generations,Agriculture & Natural Resources,
natural resources dispute with the United States,Agriculture & Natural Resources,
nature of government and decision making,Government Operations & Ethics,
nature of investigation,Government Operations & Ethics,
nature of proposed inquiry,Government Operations & Ethics,
naval and army housing fumigation costs,Government Operations & Ethics,
"naval base location in Shelburne, Nova Scotia",Foreign Affairs & Defence,
naval capability and composite fleet plan,Foreign Affairs & Defence,
naval construction contracts for Saint John Shipyard,Trade & Industry,
naval equipment procurement and construction,Foreign Affairs & Defence,
naval fleet composition and personnel shortages,Foreign Affairs & Defence,
naval program initiation and completion,Foreign Affairs & Defence,
naval reserve auxiliary minesweepers,Foreign Affairs & Defence,
naval reserve facility at Pointe-a-Carcy,Foreign Affairs & Defence,
naval reserve retention and inactivation,Foreign Affairs & Defence,
naval sealift capacity and shipbuilding program,Foreign Affairs & Defence,
naval shipbuilding capacity and cost,Foreign Affairs & Defence,
naval sonar innovations during WWII,Foreign Affairs & Defence,
naval vessel capability for northern defence,Foreign Affairs & Defence,
navigable waters and river diversion,Agriculture & Natural Resources,
navigational aids and Chatham wharf funding,Government Operations & Ethics,
navigational aids and radar transponder beacons,Agriculture & Natural Resources,
navigational aids for primary producers,Agriculture & Natural Resources,
navigational aids in northern Canada,Agriculture & Natural Resources,
navigational aids on Saskatchewan River and Cedar Lake,Agriculture & Natural Resources,
navigational aids on lakes and rivers,Agriculture & Natural Resources,
navigational facilities for fishermen,Agriculture & Natural Resources,
navy divers moonlighting and using navy equipment,Government Operations & Ethics,
necessity for wholesale government cuts,Economic & Fiscal Policy,
necessity of a budget,Economic & Fiscal Policy,
need for a new Canadian federation,Intergovernmental & Constitutional Affairs,
need for airport surveillance radar,Government Operations & Ethics,
need for day care services,Social Policy,
need for efficient security intelligence service,Government Operations & Ethics,
need for industry in Atlantic Canada,Economic & Fiscal Policy,
need for modern policy,Economic & Fiscal Policy,
need for paramedical personnel in medicine,Social Policy,
need for prison beds at Port-Cartier,"Justice, Rights & Immigration",
need for public inquiry into government actions,Government Operations & Ethics,
need for radar at Victoria international airport,Trade & Industry,
need for separate department of immigration,"Justice, Rights & Immigration",
needle exchange programs and medical devices,"Justice, Rights & Immigration",
needs of Canadian agriculture,Agriculture & Natural Resources,
needs of Canadians other than seniors,Social Policy,
needs of younger chronically disabled adults,Social Policy,
needs test in bill clause 2,Social Policy,
negative impacts of private car travel,Social Policy,
negative income tax,Social Policy,
negative income tax and refundable tax credits,Economic & Fiscal Policy,
negative resolution number of members,Parliamentary Affairs,
negative resolution procedure for Crown corporations,Parliamentary Affairs,
negative resolution procedures in bill,Parliamentary Affairs,
neglect of the merchant marine,Trade & Industry,
neglected indigenous communities,Indigenous & Northern Affairs,
neglected military history of Canada,Foreign Affairs & Defence,
negligence in administration of tax laws,Economic & Fiscal Policy,
negligence in handling mail,Government Operations & Ethics,
negotiability of public service job classification,Government Operations & Ethics,
negotiable government transport changes,Trade & Industry,
negotiated agreement on energy between Newfoundland and Quebec,Intergovernmental & Constitutional Affairs,
negotiated agreements and specifications,Government Operations & Ethics,
negotiated price of Alberta crude oil,Agriculture & Natural Resources,
negotiated settlement debate timing,Parliamentary Affairs,
negotiated settlement for forest industry,Trade & Industry,
negotiated settlement for union dispute,Social Policy,
negotiated settlement for workers' employment security,Government Operations & Ethics,
negotiated settlement of Hanoi information,Foreign Affairs & Defence,
negotiated settlement of labour dispute,Parliamentary Affairs,
negotiated settlement vs punitive effects of Bill C-58,Trade & Industry,
negotiated settlements and employee organization,Parliamentary Affairs,
negotiating a building lease for Chambers Ottawa,Government Operations & Ethics,
negotiating a peaceful resolution to the Iraq conflict,Foreign Affairs & Defence,
negotiating agreement for private industry employees,Parliamentary Affairs,
negotiating native land claims,Indigenous & Northern Affairs,
negotiating new agreements with the United States,Trade & Industry,
negotiating oil imports with Venezuela,Foreign Affairs & Defence,
negotiating out of nuclear role,Foreign Affairs & Defence,
negotiating out of nuclear weapons commitment,Foreign Affairs & Defence,
negotiating passage of government legislation,Parliamentary Affairs,
negotiating process with American Court authorities,"Justice, Rights & Immigration",
negotiating self-government rights,Indigenous & Northern Affairs,
negotiating specific issue,Parliamentary Affairs,
negotiating strategy in Geneva,Foreign Affairs & Defence,
negotiating table for labour dispute,Parliamentary Affairs,
negotiating tax with Americans on exchange rates,Economic & Fiscal Policy,
negotiating team for hydroelectric development,Trade & Industry,
negotiating terms of a motion,Parliamentary Affairs,
negotiation and agreement on compensation,Trade & Industry,
negotiation and mediation rights,Government Operations & Ethics,
negotiation of agricultural support systems with Americans,Trade & Industry,
negotiation of rules package,Parliamentary Affairs,
negotiation of safeguards,Foreign Affairs & Defence,
negotiation of trade agreement,Trade & Industry,
negotiation on technical change and labour department concerns,Trade & Industry,
negotiation tactics in international relations,Foreign Affairs & Defence,
negotiation terms for Assemblee nationale motion,Intergovernmental & Constitutional Affairs,
negotiations and debate arrangements,Parliamentary Affairs,
negotiations and dispute resolution,Parliamentary Affairs,
negotiations and government spending,Economic & Fiscal Policy,
negotiations and national interest,Trade & Industry,
negotiations between Liberals and N.D.P,Intergovernmental & Constitutional Affairs,
negotiations between parties,Parliamentary Affairs,
negotiations deadline,Trade & Industry,
negotiations during a strike,Trade & Industry,
negotiations for Lockheed contract,Trade & Industry,
negotiations for Saguenay River marine park,Agriculture & Natural Resources,
negotiations for a settlement,Trade & Industry,
negotiations for an agreement,Trade & Industry,
negotiations for common market enlargement,Trade & Industry,
negotiations for northern resources,Agriculture & Natural Resources,
negotiations for worker benefits and pensions,Social Policy,
negotiations in Hanoi,Foreign Affairs & Defence,
negotiations in good faith,Trade & Industry,
negotiations on Akwesasne border dispute,Indigenous & Northern Affairs,
negotiations on Cyprus human rights,Foreign Affairs & Defence,
negotiations on Northern Affairs and National Resources,Indigenous & Northern Affairs,
negotiations on PGRT with western provinces,Economic & Fiscal Policy,
negotiations on adjournment,Parliamentary Affairs,
negotiations on an issue,Intergovernmental & Constitutional Affairs,
negotiations on boundary dispute,Intergovernmental & Constitutional Affairs,
negotiations on bulk purchase of sugar,Trade & Industry,
negotiations on consumer and producer fairness,Trade & Industry,
negotiations on culture and official languages,Intergovernmental & Constitutional Affairs,
negotiations on dairy and poultry marketing boards,Trade & Industry,
negotiations on dispute resolution,Intergovernmental & Constitutional Affairs,
negotiations on divorce and evidence conventions,"Justice, Rights & Immigration",
negotiations on downstream benefits,Agriculture & Natural Resources,
negotiations on energy resources,Agriculture & Natural Resources,
negotiations on external affairs,Foreign Affairs & Defence,
negotiations on goods sales,Trade & Industry,
negotiations on government responsibilities,Intergovernmental & Constitutional Affairs,
negotiations on labour dispute,Trade & Industry,
negotiations on limitation of debate,Parliamentary Affairs,
negotiations on parliamentary debate,Parliamentary Affairs,
negotiations on project activities,Government Operations & Ethics,
negotiations on safeguards,Foreign Affairs & Defence,
negotiations on transport,Trade & Industry,
negotiations on unspecified matters,Intergovernmental & Constitutional Affairs,
negotiations on wages and salaries,Economic & Fiscal Policy,
negotiations timing and election interference,Parliamentary Affairs,
negotiations with Mrs. Dole and Mr. Trent,Trade & Industry,
negotiations with Newfoundland on energy,Agriculture & Natural Resources,
negotiations with Ontario,Intergovernmental & Constitutional Affairs,
negotiations with former G. LaPalme Inc. employees,Trade & Industry,
negotiations with official opposition,Parliamentary Affairs,
negotiations with the postal union,Parliamentary Affairs,
negotiations with treasury board,Parliamentary Affairs,
negotiations with union,Parliamentary Affairs,
negotiations with unions on contributory plan,Social Policy,
negotiations with workers,Social Policy,
negotiator appointment for prairie communities,Intergovernmental & Constitutional Affairs,
negotiator for Montreal postal dispute,Social Policy,
neighbourhood energy programs,Agriculture & Natural Resources,
neighbourhood improvement area loans,Social Policy,
neighbourhood improvement programs and green spaces,Government Operations & Ethics,
neighbourhood improvement proposals in Trefann Court,Social Policy,
neighbourhood police stations and crime prevention,Government Operations & Ethics,
neighbours smoking with impunity,Social Policy,
neo-conservatism and the capitalist system,Economic & Fiscal Policy,
nepotism and patronage in government appointments,Government Operations & Ethics,
nepotism in public service appointments,Government Operations & Ethics,
nerve gas testing at Suffield Research Station,Foreign Affairs & Defence,
net decline in jobs available,Social Policy,
net farm income in Canada,Agriculture & Natural Resources,
"net job loss in excess of 200,000",Economic & Fiscal Policy,
net new money from bond issue,Economic & Fiscal Policy,
net public debt and budgetary deficit,Economic & Fiscal Policy,
net tax collection and refunds,Economic & Fiscal Policy,
neutrality of payments and resources in Canadian agriculture,Agriculture & Natural Resources,
neutron bomb policy,Foreign Affairs & Defence,
neutron bomb policy and deployment,Foreign Affairs & Defence,
new Air Canada depot construction,Trade & Industry,
new Armed Forces Headquarters building in Yellowknife,Foreign Affairs & Defence,
new C.B.C. television channel in New Brunswick,Government Operations & Ethics,
new CBC headquarters construction,Government Operations & Ethics,
new Canadian constitution and national survival,Intergovernmental & Constitutional Affairs,
new Canadian dollar coin and nickel coin blanks,Economic & Fiscal Policy,
new Canadian flag,Intergovernmental & Constitutional Affairs,
new Canadian flag design,Intergovernmental & Constitutional Affairs,
new Canadian identity and legislation,Intergovernmental & Constitutional Affairs,
new Canadian one dollar coin,Economic & Fiscal Policy,
new Canadians and small business expansion,Trade & Industry,
new Canadians and their dreams,"Justice, Rights & Immigration",
new Canadians' problems,"Justice, Rights & Immigration",
new Constitution and Canadian sovereignty,Intergovernmental & Constitutional Affairs,
new Department of Transport building in Moncton,Government Operations & Ethics,
new Liberal tax on employee benefits,Economic & Fiscal Policy,
new Montreal International Airport site selection,Government Operations & Ethics,
new Post Office construction in Queensville,Government Operations & Ethics,
new Prime Minister and western concerns,Government Operations & Ethics,
new age of diplomacy,Foreign Affairs & Defence,
new agricultural policy announcement,Agriculture & Natural Resources,
new airline policy initiatives,Trade & Industry,
new airport development and planning,Government Operations & Ethics,
new airport facility for central Ontario,Trade & Industry,
new and expanded industries categories,Trade & Industry,
new armed forces uniforms,Foreign Affairs & Defence,
new automobile plants in Quebec,Trade & Industry,
new bank operations and banking services,Trade & Industry,
new bank with ethnic and regional involvement,Economic & Fiscal Policy,
new banks compliance with clause 53,Economic & Fiscal Policy,
new broadcasting act and CBC mandate,Government Operations & Ethics,
new chartered bank and poverty,Economic & Fiscal Policy,
new cheese factories built,Trade & Industry,
new child benefit for families,Social Policy,
new claims policy for aboriginal people,Indigenous & Northern Affairs,
new coal mine production and energy policy,Agriculture & Natural Resources,
new coins in vending machines,Economic & Fiscal Policy,
new committee system and legislation,Parliamentary Affairs,
new companies for railway expansion,Trade & Industry,
new constitution and provincial jurisdictions,Intergovernmental & Constitutional Affairs,
new constitution for Canada,Intergovernmental & Constitutional Affairs,
new constitution proposals,Intergovernmental & Constitutional Affairs,
new correctional facility in Port-Cartier,"Justice, Rights & Immigration",
new currency design and acceptance,Economic & Fiscal Policy,
new dairy policy announcement,Agriculture & Natural Resources,
new defence policy and radar station closures,Foreign Affairs & Defence,
new department of industry,Trade & Industry,
new department of multiculturalism and citizenship,Indigenous & Northern Affairs,
new department of the environment,Agriculture & Natural Resources,
new department services to industry,Trade & Industry,
new departments and responsibilities,Government Operations & Ethics,
new development in designated areas,Government Operations & Ethics,
new directives for AIB,Agriculture & Natural Resources,
new economic policies for Canadians,Economic & Fiscal Policy,
new elevators and grain movement on railway line,Agriculture & Natural Resources,
new employment and immigration programs,Social Policy,
new employment programs,Social Policy,
new exhibition right for visual artists,Trade & Industry,
new federal agency and budget criticism,Economic & Fiscal Policy,
new federal institutions and patronage,Government Operations & Ethics,
new federal penitentiaries design and construction,"Justice, Rights & Immigration",
new federal transportation complex policy,Trade & Industry,
new ferry service from Nova Scotia,Trade & Industry,
new fiscal arrangements for Canadian greatness,Economic & Fiscal Policy,
new flag and Quebec grievances,Intergovernmental & Constitutional Affairs,
new forage program and crop insurance,Agriculture & Natural Resources,
new forms of energy,Agriculture & Natural Resources,
new government direction in energy sector,Agriculture & Natural Resources,
new government members from Alberta,Government Operations & Ethics,
new heavy water production plant in Quebec,Agriculture & Natural Resources,
new house building technique,Social Policy,
new housing construction and family formation,Social Policy,
new ideas in debate,Parliamentary Affairs,
new immigration act and public consultation,"Justice, Rights & Immigration",
new industries and job creation program,Trade & Industry,
new industries and jobs in Cornwall,Economic & Fiscal Policy,
new industry and harbour development,Trade & Industry,
new international airport at Ste. Scholastique,Trade & Industry,
new international airport expropriations,Government Operations & Ethics,
new investments due to Free Trade Agreement,Trade & Industry,
new jobs and economic renewal,Economic & Fiscal Policy,
new jobs at Canadian Thermos Products,Trade & Industry,
new jobs at international airport,Trade & Industry,
new jobs created in Canada,Economic & Fiscal Policy,
new jobs in aerospace and petrochemical industries,Trade & Industry,
new legal framework and human rights charter,"Justice, Rights & Immigration",
new legislation on 1908 act,"Justice, Rights & Immigration",
new legislation on advisory committee report,Parliamentary Affairs,
new legislation on expropriation,"Justice, Rights & Immigration",
new low grade wheat variety for farmers,Agriculture & Natural Resources,
new lumber product innovation,Trade & Industry,
new manufacturing plant and job creation,Trade & Industry,
new matrimonial courts for marriage breakdown,"Justice, Rights & Immigration",
new member of parliament,Parliamentary Affairs,
new member's perspective on agricultural markets,Agriculture & Natural Resources,
new members' difficulties in Ottawa,Parliamentary Affairs,
new mine contracts and job security,Trade & Industry,
new mining deposit and federal laboratory in Val d'Or,Agriculture & Natural Resources,
new mobile armed service,Foreign Affairs & Defence,
new museum building and exhibits,Government Operations & Ethics,
new national flag,Intergovernmental & Constitutional Affairs,
new national flag for Canada,Foreign Affairs & Defence,
new native leaders in Canada,Indigenous & Northern Affairs,
new oath of allegiance for Canadian citizens,"Justice, Rights & Immigration",
new oil and gas land regulations,Agriculture & Natural Resources,
new park establishment process,Agriculture & Natural Resources,
new parliamentary committees,Parliamentary Affairs,
new parole act regulation,"Justice, Rights & Immigration",
new penitentiary construction in Newcastle,Government Operations & Ethics,
new penitentiary facilities in British Columbia,"Justice, Rights & Immigration",
new penitentiary operational date and cost,"Justice, Rights & Immigration",
new pharmaceutical products development,Trade & Industry,
new policies for western Canada,Economic & Fiscal Policy,
new policy on textile products,Trade & Industry,
new policy presentation to the House,Parliamentary Affairs,
new portfolio responsibilities,Government Operations & Ethics,
new post office buildings at Coaticook and Lac Megantic,Government Operations & Ethics,
new post office construction in Rock Island,Government Operations & Ethics,
new post office facilities in Saskatoon,Government Operations & Ethics,
"new post office in Asbestos, Quebec",Government Operations & Ethics,
new postal rates and magazine distribution,Trade & Industry,
new postal service centre rent and competition,Trade & Industry,
new postal station in Fredericton,Government Operations & Ethics,
new prison construction,"Justice, Rights & Immigration",
new prison construction and election timing,"Justice, Rights & Immigration",
new prisons and detention units,"Justice, Rights & Immigration",
new procedure for member statements,Parliamentary Affairs,
new refugee determination system,"Justice, Rights & Immigration",
new responsibilities and challenges,Government Operations & Ethics,
new sales taxes on consumer goods and services,Economic & Fiscal Policy,
new security service and RCMP,Government Operations & Ethics,
new sound reinforcement system,Parliamentary Affairs,
new stamp symbolism,Government Operations & Ethics,
new steel tower at Pictou Island,Trade & Industry,
new strategy under new legislation,Parliamentary Affairs,
new tax and hiring of tax collectors,Economic & Fiscal Policy,
new tax burden on northern residents,Economic & Fiscal Policy,
new tax on businesses during recession,Economic & Fiscal Policy,
new tax on goods and services,Economic & Fiscal Policy,
new taxes on consumer goods,Economic & Fiscal Policy,
new textbooks for new Canadians,Social Policy,
new tower construction timeline,Government Operations & Ethics,
new trains for the Maritimes,Trade & Industry,
new trial for Mr. Treu,"Justice, Rights & Immigration",
new trust company act,Economic & Fiscal Policy,
new uses for vegetable oils,Agriculture & Natural Resources,
new venture examination,Trade & Industry,
newfoundland fish plants and job creation,Economic & Fiscal Policy,
news media coverage of taxation white paper,Economic & Fiscal Policy,
news sources protection act,"Justice, Rights & Immigration",
newspaper advertising and labour problems,Trade & Industry,
newspaper and periodical postal rates,Economic & Fiscal Policy,
newspaper article on development bureau,Government Operations & Ethics,
newspaper article on parliamentary plot,Parliamentary Affairs,
newspaper article on political views,Parliamentary Affairs,
newspaper article speculation,Government Operations & Ethics,
newspaper circulation and department relations,Government Operations & Ethics,
newspaper column by prime minister,Government Operations & Ethics,
newspaper columns by Liberal Party PR,Government Operations & Ethics,
newspaper composing room staffing,Trade & Industry,
newspaper contempt of parliament,Parliamentary Affairs,
newspaper coverage of the flag issue,Parliamentary Affairs,
newspaper distortion of facts,Parliamentary Affairs,
newspaper facilities for employees,Parliamentary Affairs,
newspaper industry regulation,Trade & Industry,
newspaper industry support amendment,Trade & Industry,
newspaper ownership concentration,Trade & Industry,
newspaper production and classified advertising,Trade & Industry,
newspaper publishers' request deferral,Trade & Industry,
newspaper readership and time spent reading,Parliamentary Affairs,
newspaper report on government plan,Government Operations & Ethics,
newspaper reports discrepancy,Parliamentary Affairs,
newspaper reports on court pronouncements,Parliamentary Affairs,
newspaper representations on taxation,Economic & Fiscal Policy,
newspaper subscription costs,Trade & Industry,
newsprint capacity and EDC expansion capital,Trade & Industry,
newsprint companies and markets,Trade & Industry,
newsprint mill construction in Matane,Trade & Industry,
newsprint production and exports,Trade & Industry,
newsprint sales to Canadian newspapers,Trade & Industry,
newsprint sales to China,Trade & Industry,
newsprint shipping costs via Quebec vs Saint John,Agriculture & Natural Resources,
newsprint supply for Canadian newspapers,Trade & Industry,
newsprint supply for weekly newspapers,Trade & Industry,
nickel exports decline due to strike,Trade & Industry,
nickel extraction costs and technology,Trade & Industry,
nickel industry stockpiling,Agriculture & Natural Resources,
nickel market conditions and production,Trade & Industry,
nickel matte refining law,Trade & Industry,
nickel price increase and its effects,Trade & Industry,
nickel supply for Canadian manufacturing,Trade & Industry,
night flights cover for arms supplies,Foreign Affairs & Defence,
nimbus meteorological satellite tracking station,Government Operations & Ethics,
nitrogen fertilizer capacity and energy inputs,Agriculture & Natural Resources,
nitrogen fertilizer supply and demand projections,Agriculture & Natural Resources,
nitrogen oxide control program,Agriculture & Natural Resources,
no confidence in the Prime Minister,Parliamentary Affairs,
no confidence motion on economic hardship,Economic & Fiscal Policy,
no fault divorce legislation,"Justice, Rights & Immigration",
no-fault divorce and marital vows,"Justice, Rights & Immigration",
no-first-use policy and western conventional forces,Foreign Affairs & Defence,
noise abatement from railway hump yards,Agriculture & Natural Resources,
noise abatement procedures for Hamilton-Wentworth airport,Parliamentary Affairs,
noise level in federal contracts,Trade & Industry,
noise level studies for North Vancouver rail and waterfront activity,Agriculture & Natural Resources,
noise levels of jet aircraft compared to children,Parliamentary Affairs,
noise pollution and working conditions,Trade & Industry,
noise pollution in factories,Trade & Industry,
noise pollution in industrial plants,Trade & Industry,
nomination meetings for candidates,Parliamentary Affairs,
nomination of Deputy Speaker,Parliamentary Affairs,
nomination of Mr. Macnaughton to Speaker's chair,Parliamentary Affairs,
nomination of board members,Government Operations & Ethics,
nomination of candidates and electoral reform,Parliamentary Affairs,
nomination of deputy ministers,Government Operations & Ethics,
nomination of women to Supreme Court of Canada,Government Operations & Ethics,
nominations of Mr. Camp and Mr. Deans,Parliamentary Affairs,
non-Canadian ownership of broadcasting stations,Trade & Industry,
non-Canadian publications,Trade & Industry,
non-Canadian publications and corporate citizens,Trade & Industry,
non-English and non-French Canadians,Intergovernmental & Constitutional Affairs,
non-aboriginal rights questions at conference,Indigenous & Northern Affairs,
non-animal rats,Agriculture & Natural Resources,
non-binding plebiscite on constitutional amendments,Intergovernmental & Constitutional Affairs,
non-concurrence with bill provisions,Parliamentary Affairs,
non-confidence in Deputy Speaker application of rules,Parliamentary Affairs,
non-confidence motion and Standing Order 58,Parliamentary Affairs,
non-confidence motion debate,Parliamentary Affairs,
non-confidence motion in Minister of Finance,Parliamentary Affairs,
non-confidence motion on agricultural policies,Parliamentary Affairs,
non-confidence motion on economic hardship,Economic & Fiscal Policy,
non-confidence motion to get government attention,Parliamentary Affairs,
non-confidence motion voting,Parliamentary Affairs,
non-confidence motions and supply procedure,Parliamentary Affairs,
non-confidence motions in debate on the address,Parliamentary Affairs,
non-confidence motions on opposition days,Parliamentary Affairs,
non-confidence vote on taxation measure,Parliamentary Affairs,
non-discrimination and mobility rights,"Justice, Rights & Immigration",
non-energy uses of uranium,Agriculture & Natural Resources,
non-farm output and economic indicators,Economic & Fiscal Policy,
non-financial ownership of financial institutions,Economic & Fiscal Policy,
non-governmental organizations and peace advocacy,Foreign Affairs & Defence,
non-insured health benefits for registered Indians and Inuit,Indigenous & Northern Affairs,
non-insured health benefits program administration,Social Policy,
non-insured health benefits program expenditures,Social Policy,
non-lapsing borrowing authority,Economic & Fiscal Policy,
non-native Canadians' doubt about western way of life,Indigenous & Northern Affairs,
non-ops wage demands and job security,Trade & Industry,
non-partisan approach to bill recommendations,Parliamentary Affairs,
non-partisan approach to defence problems,Foreign Affairs & Defence,
non-partisan consideration of amendments,Parliamentary Affairs,
non-partisan debate on government answers,Parliamentary Affairs,
non-partisan operation of a committee,Parliamentary Affairs,
non-profit community project funding,Social Policy,
non-profit day care policy,Social Policy,
non-profit housing and community organization funding,Social Policy,
non-profit housing for native people,Indigenous & Northern Affairs,
non-profit housing for senior citizens,Social Policy,
non-profit housing spaces growth rate,Social Policy,
non-profit residential facility improvements,Social Policy,
non-profit senior citizens housing mortgage forgiveness,Social Policy,
non-proliferation agreement and NATO nuclear sharing,Foreign Affairs & Defence,
non-proliferation of nuclear reactors,Foreign Affairs & Defence,
non-proliferation treaty and arms sales,Foreign Affairs & Defence,
non-proliferation treaty obligations and economic factors,Foreign Affairs & Defence,
non-renewable resource spending policy,Economic & Fiscal Policy,
non-renewable resources and future generations,Agriculture & Natural Resources,
non-renewable resources for future generations,Agriculture & Natural Resources,
non-resident ownership of Canadian economy,Trade & Industry,
non-resident ownership of Canadian land,"Justice, Rights & Immigration",
non-resident ownership of Nordion International Inc,Trade & Industry,
non-resident shareholding limits in corporations,Trade & Industry,
non-smokers health act and transport regulations,Social Policy,
non-smokers' health act,Social Policy,
non-smokers' rights bill,Social Policy,
non-tariff barriers affecting export orders,Trade & Industry,
non-tariff barriers and low wage countries,Trade & Industry,
non-tariff barriers and quota restrictions,Trade & Industry,
non-tariff barriers and regional development,Trade & Industry,
non-tariff barriers in Canada-US trade,Trade & Industry,
non-tariff barriers on agricultural machinery parts,Trade & Industry,
non-tariff barriers to Canadian exports,Trade & Industry,
non-tariff barriers to trade,Trade & Industry,
non-taxable T1 returns and total income assessed,Economic & Fiscal Policy,
non-treaty Indian rights and negotiations,Indigenous & Northern Affairs,
non-violent resolution of disputes,Foreign Affairs & Defence,
nonpartisan position of Mr. Speaker,Parliamentary Affairs,
nonproliferation treaty negotiations,Foreign Affairs & Defence,
nonproliferation treaty safeguards,Foreign Affairs & Defence,
normalization of trade relations with China,Trade & Industry,
north Atlantic cod quotas and NAFO,Agriculture & Natural Resources,
north Atlantic cod stocks and fishing limits,Agriculture & Natural Resources,
north Pacific fisheries commission meeting,Agriculture & Natural Resources,
north Pacific fisheries commission meeting date,Agriculture & Natural Resources,
north Pacific fisheries commission policy,Agriculture & Natural Resources,
north Pacific fishery treaty negotiations,Agriculture & Natural Resources,
north Pacific halibut convention and regulations,Agriculture & Natural Resources,
north Pacific salmon agreement,Agriculture & Natural Resources,
north Pacific treaty convention,Foreign Affairs & Defence,
north-south dialogue on global disparities,Foreign Affairs & Defence,
north-south dialogue summit,Foreign Affairs & Defence,
north-south line accuracy,Intergovernmental & Constitutional Affairs,
northeast coal subsidy and industrial policy,Agriculture & Natural Resources,
northern Alberta industrialization and job creation,Trade & Industry,
northern British Columbia highway development,Trade & Industry,
