topic,category,error
tainted meat in Quebec,Agriculture & Natural Resources,
take-over tax consultation,Economic & Fiscal Policy,
takeover of Canadian Coachways by Greyhound,Trade & Industry,
takeover of Federal Grain Company by pools elevators,Trade & Industry,
takeover of Pacific Inland Resources Ltd,Trade & Industry,
takeover of Reed Tool Company by Baker Oil Tools Inc,Trade & Industry,
takeover of Worthington Canada by Dresser Industries,Trade & Industry,
takeover provisions of the bill,Trade & Industry,
takeover tax and housing excise tax,Economic & Fiscal Policy,
talking bills out,Parliamentary Affairs,
tampering with Hansard record,Parliamentary Affairs,
tampering with mail,"Justice, Rights & Immigration",
tanker compliance with transport regulations,Agriculture & Natural Resources,
tanker port on the St. Lawrence,Agriculture & Natural Resources,
tanker safety and marine spill response,Agriculture & Natural Resources,
tanker spill prevention and compensation,Agriculture & Natural Resources,
tanker stern oil spill response,Agriculture & Natural Resources,
taping of private conversations,"Justice, Rights & Immigration",
tapping of members' telephones,"Justice, Rights & Immigration",
tar sands and northern oil policy,Agriculture & Natural Resources,
tar sands and oil production incentives,Agriculture & Natural Resources,
tar sands development,Agriculture & Natural Resources,
tar sands development and energy policy,Agriculture & Natural Resources,
tar sands development and pricing,Agriculture & Natural Resources,
tar sands economic viability and employment,Economic & Fiscal Policy,
tar sands negotiations with Alberta,Agriculture & Natural Resources,
tar sands oil prices and Alsands project,Agriculture & Natural Resources,
tar sands plants and budgetary program,Economic & Fiscal Policy,
tar sands production for energy self-sufficiency,Agriculture & Natural Resources,
tar sands projects and intellectualism in politics,Agriculture & Natural Resources,
tar spill cleanup in Riviere-des-Prairies,Agriculture & Natural Resources,
targeted employment training programs,Social Policy,
tariff and service negotiations,Trade & Industry,
tariff arrangements and balance of payments,Economic & Fiscal Policy,
tariff board report on engineers and architects plans,Trade & Industry,
tariff board report on shipbuilding iron and steel,Trade & Industry,
tariff changes on automotive and book industries,Trade & Industry,
tariff classifications for imported goods,Trade & Industry,
tariff cut negotiations,Trade & Industry,
tariff cuts on manufactured articles,Trade & Industry,
tariff exemptions for agricultural machinery,Trade & Industry,
tariff interpretation and non-tariff barriers,Trade & Industry,
tariff item 41002-1 and Canadian manufacturing,Trade & Industry,
tariff items amendment procedure,Trade & Industry,
tariff items from developing countries,Trade & Industry,
tariff lapsing and increased production,Trade & Industry,
tariff measures for agricultural producers,Trade & Industry,
tariff negotiations in Geneva,Trade & Industry,
tariff negotiations with domestic industry,Trade & Industry,
tariff on Canadian books,Trade & Industry,
tariff on books affecting libraries,Trade & Industry,
tariff on imported English books,Trade & Industry,
tariff on imported books,Trade & Industry,
tariff on imported cans for food processing,Trade & Industry,
tariff on imported cars,Trade & Industry,
tariff on large vessels,Trade & Industry,
tariff on military equipment,Trade & Industry,
tariff on musical instruments for high schools,Trade & Industry,
tariff on sugar imports,Trade & Industry,
tariff on tire industry,Trade & Industry,
tariff preferences for developing countries,Trade & Industry,
tariff protection for new oil industry,Trade & Industry,
tariff rates and act expiration,Trade & Industry,
tariff rates on imported goods,Trade & Industry,
tariff rebate on Commonwealth Caribbean sugar,Trade & Industry,
tariff reduction and choice of transportation,Trade & Industry,
tariff reduction and import controls,Trade & Industry,
tariff reduction negotiations in Geneva,Trade & Industry,
tariff reductions and GATT negotiations,Trade & Industry,
tariff reductions and consumer prices,Trade & Industry,
tariff reductions and marketing boards,Trade & Industry,
tariff reductions impact on Canadian manufacturing,Trade & Industry,
tariff reductions on automobile tires,Trade & Industry,
tariff regulations on imported mushrooms,Trade & Industry,
tariff remission for imported goods,Trade & Industry,
tariff review responsibilities,Trade & Industry,
tariff revisions and budget resolutions,Economic & Fiscal Policy,
tariff schedules on supply managed products,Trade & Industry,
tariff war and Canadian dollar value,Trade & Industry,
tariffs and quotas on Canadian industry,Trade & Industry,
tariffs and trade negotiations,Trade & Industry,
tariffs on Canadian-made tractor cabs,Trade & Industry,
tariffs on agricultural implements,Trade & Industry,
tariffs on agricultural products,Trade & Industry,
tariffs on amateur radio equipment,Trade & Industry,
tariffs on crude petroleum exports,Trade & Industry,
tariffs on frozen foods,Trade & Industry,
tariffs on hot-forged scissors,Trade & Industry,
tariffs on imported goods,Trade & Industry,
tariffs on imported shoes,Trade & Industry,
tariffs on oil sands equipment and other goods,Trade & Industry,
"tariffs on peas, dried apples, raisins and currants",Trade & Industry,
task force advice on Newfoundland and Labrador,Intergovernmental & Constitutional Affairs,
task force and consultative committee personnel,Government Operations & Ethics,
task force funding and parliamentary privilege,Parliamentary Affairs,
task force members names,Government Operations & Ethics,
task force membership and meeting,Parliamentary Affairs,
task force on Canadian National activities,Government Operations & Ethics,
task force on government transportation involvement,Government Operations & Ethics,
task force on productivity improvement,Trade & Industry,
task force recommendations on job creation,Economic & Fiscal Policy,
task force recommendations on program cuts,Government Operations & Ethics,
task force report on Canadian unity,Intergovernmental & Constitutional Affairs,
task force report on equipment,Trade & Industry,
task force report on government policy,Government Operations & Ethics,
task force report on northern tax benefits,Economic & Fiscal Policy,
task force report on provincial discussion,Intergovernmental & Constitutional Affairs,
task force report on youth recommendations,Social Policy,
task force representations and legislation timeline,Parliamentary Affairs,
task force review of industrial research and development,Trade & Industry,
task force review of industry taxation,Trade & Industry,
task force visit to Hamilton,Government Operations & Ethics,
task forces reporting to ministers,Government Operations & Ethics,
tax act complexity and reform,Economic & Fiscal Policy,
tax advantages for charitable donations,Economic & Fiscal Policy,
tax agreements and adjournment motion,Economic & Fiscal Policy,
tax allowance for periodical advertising,Economic & Fiscal Policy,
tax amendments and energy policy,Economic & Fiscal Policy,
tax and royalty structure for a facility,Economic & Fiscal Policy,
tax appeal board,Parliamentary Affairs,
tax arrangements for farmers dispersing herds,Agriculture & Natural Resources,
tax assessment and objections,Economic & Fiscal Policy,
tax assessment delays for Mr. Doyle,Economic & Fiscal Policy,
tax assistance for retirement saving,Economic & Fiscal Policy,
tax avoidance by Coseka Resources Limited,Economic & Fiscal Policy,
tax benefits for employment generation,Economic & Fiscal Policy,
tax benefits for isolated communities,Economic & Fiscal Policy,
tax benefits for northern and isolated areas,Economic & Fiscal Policy,
tax benefits for small business,Economic & Fiscal Policy,
tax benefits for the disabled,Social Policy,
tax bill amendment procedure,Parliamentary Affairs,
tax bill and deficit reduction,Economic & Fiscal Policy,
tax bill and economic measures,Economic & Fiscal Policy,
tax bill and parliamentary procedure,Parliamentary Affairs,
tax bill debate time,Parliamentary Affairs,
tax bill procedural admissibility,Parliamentary Affairs,
tax breaks for Canadian assembly,Economic & Fiscal Policy,
tax burden shift from corporations to individuals,Economic & Fiscal Policy,
tax changes for small business and publications,Economic & Fiscal Policy,
tax changes for voluntary sector,Economic & Fiscal Policy,
tax changes on boats,Economic & Fiscal Policy,
tax collection and government administration,Economic & Fiscal Policy,
tax collection methods,Economic & Fiscal Policy,
tax compliance and audits,Economic & Fiscal Policy,
tax concessions and credits for corporations,Economic & Fiscal Policy,
tax concessions for Credit Foncier,Economic & Fiscal Policy,
tax concessions for Lucas Company,Trade & Industry,
tax concessions for Time and Reader's Digest,Trade & Industry,
tax concessions for commuting workers,Economic & Fiscal Policy,
tax concessions for consumers vs corporations,Economic & Fiscal Policy,
tax concessions for land development by oil companies,Economic & Fiscal Policy,
tax concessions for mining industry,Economic & Fiscal Policy,
tax credit and corporate competition,Economic & Fiscal Policy,
tax credit expenditure and time allocation,Economic & Fiscal Policy,
tax credit for low-income Canadians,Economic & Fiscal Policy,
tax credit for new employment,Economic & Fiscal Policy,
tax credit for single-parent families,Social Policy,
tax credit for used farm machinery,Agriculture & Natural Resources,
tax credit for wartime service veterans,Social Policy,
tax credit indexing revenue loss,Economic & Fiscal Policy,
tax credit programs and job creation,Economic & Fiscal Policy,
tax credit to attract business and create employment,Economic & Fiscal Policy,
tax credits and incentives,Economic & Fiscal Policy,
tax credits and job creation,Economic & Fiscal Policy,
tax credits for aged pensions,Social Policy,
tax credits for energy saving,Economic & Fiscal Policy,
tax credits for non-participating provinces,Economic & Fiscal Policy,
tax credits for oil companies,Agriculture & Natural Resources,
tax credits for political contributions,Economic & Fiscal Policy,
tax credits for research and development,Economic & Fiscal Policy,
tax credits for small business research,Economic & Fiscal Policy,
tax credits for women and native women,Social Policy,
tax cut and resource industry stimulation,Economic & Fiscal Policy,
tax cut for lower income bracket,Economic & Fiscal Policy,
tax cuts,Economic & Fiscal Policy,
tax cuts and government spending restraint,Economic & Fiscal Policy,
tax cuts and job creation,Economic & Fiscal Policy,
tax cuts and personal disposable income,Economic & Fiscal Policy,
tax cuts for lower income groups,Economic & Fiscal Policy,
tax cuts on clothing and consumer prices,Economic & Fiscal Policy,
tax deductibility for Canadian economic foundation,Economic & Fiscal Policy,
tax deductibility of advertising expenditures,Trade & Industry,
tax deductibility of business expenses,Economic & Fiscal Policy,
tax deductibility of corporate hospitality expenses,Economic & Fiscal Policy,
tax deductibility of expense accounts,Economic & Fiscal Policy,
tax deductibility of expenses,Economic & Fiscal Policy,
tax deduction for isolated communities,Economic & Fiscal Policy,
tax deduction for manufacturing and processing profits,Economic & Fiscal Policy,
tax deductions and savings incentives,Economic & Fiscal Policy,
tax deductions for business entertainment expenses,Economic & Fiscal Policy,
tax deductions for disabled people,Social Policy,
tax deductions for free trade campaign contributions,Economic & Fiscal Policy,
tax deductions for homeowners,Economic & Fiscal Policy,
tax deductions for the wealthy,Economic & Fiscal Policy,
tax deductions versus grants for artists,Trade & Industry,
tax deductions vs transfer payments,Economic & Fiscal Policy,
tax deferral and revenue implications,Economic & Fiscal Policy,
tax discounters and child tax credit,Social Policy,
tax discounters interest rates,Economic & Fiscal Policy,
tax discounting and poverty,Social Policy,
tax discounting bill and tax credit,Economic & Fiscal Policy,
tax discrimination against soft drink manufacturers,Economic & Fiscal Policy,
tax discrimination against wives at home,Economic & Fiscal Policy,
tax equity and benefits for families,Social Policy,
tax equity for Canadians,Economic & Fiscal Policy,
tax equity for investment income and capital gains,Economic & Fiscal Policy,
tax equity program anomalies,Economic & Fiscal Policy,
tax evasion by Quebec Liberal MPs,Government Operations & Ethics,
tax evasion via dependency claims,Economic & Fiscal Policy,
tax exempt status of Reader's Digest and Time,Trade & Industry,
tax exemption and conflict of interest,Government Operations & Ethics,
tax exemption for custom orthopaedic devices,Social Policy,
tax exemption for families with disabled persons,Social Policy,
tax exemption for mining companies,Economic & Fiscal Policy,
tax exemption for pulp and paper plant,Economic & Fiscal Policy,
tax exemption for teachers and professors,Economic & Fiscal Policy,
tax exemption for volunteer firefighters,Economic & Fiscal Policy,
tax exemption for wives,Economic & Fiscal Policy,
tax exemptions and sales tax on building materials,Economic & Fiscal Policy,
"tax exemptions for disabled, pensioners, and veterans",Economic & Fiscal Policy,
tax expenditure on subsidized loans,Economic & Fiscal Policy,
tax expenditures and government grants to oil companies,Economic & Fiscal Policy,
tax expenditures and grants comparison,Economic & Fiscal Policy,
tax expenditures and progressive taxation,Economic & Fiscal Policy,
tax expenditures and tax reform,Economic & Fiscal Policy,
tax expenditures and unemployment rate,Economic & Fiscal Policy,
tax fairness and reform,Economic & Fiscal Policy,
tax fairness and tax reform,Economic & Fiscal Policy,
tax fraud and illegal profits,Economic & Fiscal Policy,
tax impact on food,Economic & Fiscal Policy,
tax implications for dental and health care,Social Policy,
tax implications of insurance policy conversion,Economic & Fiscal Policy,
tax incentives and government expenditures,Economic & Fiscal Policy,
tax incentives for Canadian investment and R&D,Economic & Fiscal Policy,
tax incentives for Canadians,Economic & Fiscal Policy,
tax incentives for Gaspe and Atlantic region,Economic & Fiscal Policy,
tax incentives for charitable giving,Economic & Fiscal Policy,
tax incentives for charities,Economic & Fiscal Policy,
tax incentives for dollar sales,Economic & Fiscal Policy,
tax incentives for economic development,Economic & Fiscal Policy,
tax incentives for industrial productivity,Economic & Fiscal Policy,
tax incentives for international banking,Economic & Fiscal Policy,
tax incentives for mineral industry development,Economic & Fiscal Policy,
tax incentives for new enterprises in designated areas,Economic & Fiscal Policy,
tax incentives for raw material processing,Economic & Fiscal Policy,
tax incentives for research and development,Economic & Fiscal Policy,
tax incentives for small business investment,Economic & Fiscal Policy,
tax incentives for voluntary organizations,Economic & Fiscal Policy,
tax incentives for volunteer services,Economic & Fiscal Policy,
tax incentives in the budget,Economic & Fiscal Policy,
tax incentives vs government grants,Economic & Fiscal Policy,
tax incentives vs grants for new companies,Trade & Industry,
tax increases and expenditure reductions,Economic & Fiscal Policy,
tax increases and inflation,Economic & Fiscal Policy,
tax increases and personal disposable income,Economic & Fiscal Policy,
tax increases on cable,Economic & Fiscal Policy,
tax increases vs cost of living,Economic & Fiscal Policy,
tax information over the telephone,Economic & Fiscal Policy,
tax laws for resource industry investment,Economic & Fiscal Policy,
tax legislation and budget uncertainty,Economic & Fiscal Policy,
tax legislation and its economic impact,Economic & Fiscal Policy,
tax legislation anomalies and complexity,Economic & Fiscal Policy,
tax liability on Pyramid Mines shares,Economic & Fiscal Policy,
tax loophole closure,Economic & Fiscal Policy,
tax loophole for wealthiest families,Economic & Fiscal Policy,
tax loopholes,Economic & Fiscal Policy,
tax loopholes and bank lending practices,Economic & Fiscal Policy,
tax loopholes and corporate tax exemptions,Economic & Fiscal Policy,
tax loopholes and investment rules,Economic & Fiscal Policy,
tax loopholes and job creation,Economic & Fiscal Policy,
tax loopholes for affiliated foreign corporations,Economic & Fiscal Policy,
tax loopholes for corporations,Economic & Fiscal Policy,
tax loopholes for corporations vs low income earners,Economic & Fiscal Policy,
tax loopholes for upper income Canadians,Economic & Fiscal Policy,
tax loopholes for wealthy families,Economic & Fiscal Policy,
tax measures,Economic & Fiscal Policy,
tax measures and implementation,Economic & Fiscal Policy,
tax measures and refunds,Economic & Fiscal Policy,
tax measures fairness for rich families,Economic & Fiscal Policy,
tax measures for energy exploration and development,Economic & Fiscal Policy,
tax measures on families,Economic & Fiscal Policy,
tax moratorium for musicians,Economic & Fiscal Policy,
tax on aircraft tickets,Economic & Fiscal Policy,
tax on alcoholic beverages,Economic & Fiscal Policy,
tax on boat motors vs cars,Economic & Fiscal Policy,
tax on boats and cars,Economic & Fiscal Policy,
tax on books and magazines,Economic & Fiscal Policy,
tax on building materials,Economic & Fiscal Policy,
tax on capital gains,Economic & Fiscal Policy,
tax on children's clothing and consumer goods,Economic & Fiscal Policy,
tax on depreciated farm machinery,Economic & Fiscal Policy,
tax on employee benefits policy announcement,Economic & Fiscal Policy,
tax on employee daycare benefits,Economic & Fiscal Policy,
tax on exported natural gas,Economic & Fiscal Policy,
tax on fabricated structural steel and concrete,Economic & Fiscal Policy,
tax on food,Economic & Fiscal Policy,
tax on food for guide dogs and horses,Economic & Fiscal Policy,
tax on fuel for international flights,Economic & Fiscal Policy,
tax on land speculation for infrastructure funding,Economic & Fiscal Policy,
tax on leaded gasoline for pollution control,Economic & Fiscal Policy,
tax on long-distance telephone calls and cable television,Economic & Fiscal Policy,
tax on medicines and medical products,Economic & Fiscal Policy,
tax on prescription and over-the-counter drugs,Social Policy,
tax on printed word,Economic & Fiscal Policy,
tax on property acquired by trusts,Economic & Fiscal Policy,
tax on small business,Economic & Fiscal Policy,
tax on wine and spirits,Economic & Fiscal Policy,
tax on wine industry,Economic & Fiscal Policy,
tax policy and foreign ownership of Canadian resources,Economic & Fiscal Policy,
tax policy and government expenditures,Economic & Fiscal Policy,
tax policy and party flip-flopping,Economic & Fiscal Policy,
tax policy consultation,Economic & Fiscal Policy,
tax policy toward oil companies,Economic & Fiscal Policy,
tax rates and cost of alcohol,Economic & Fiscal Policy,
tax reassessment and corporate shares,Economic & Fiscal Policy,
tax reassessment of employees' families and confidentiality,Economic & Fiscal Policy,
tax rebate for disabled persons,Social Policy,
tax rebates for low- and middle-income families,Economic & Fiscal Policy,
tax reduction and international trade,Trade & Industry,
tax reduction for Quebec taxpayers,Economic & Fiscal Policy,
tax reduction on Canadian manufactured products,Economic & Fiscal Policy,
tax reduction policy,Economic & Fiscal Policy,
tax reductions vs direct grants for investment,Economic & Fiscal Policy,
tax reform,Economic & Fiscal Policy,
tax reform White Paper,Economic & Fiscal Policy,
tax reform and Canadian ownership,Economic & Fiscal Policy,
tax reform and Liberal Party policy,Economic & Fiscal Policy,
tax reform and U.S. treaty,Economic & Fiscal Policy,
tax reform and benefits for the elderly,Economic & Fiscal Policy,
tax reform and budget proposals,Economic & Fiscal Policy,
tax reform and corporate tax deferrals,Economic & Fiscal Policy,
tax reform and corporate tax revenue,Economic & Fiscal Policy,
tax reform and economic policy,Economic & Fiscal Policy,
tax reform and economic stimulus,Economic & Fiscal Policy,
tax reform and environmental policy,Economic & Fiscal Policy,
tax reform and fairness,Economic & Fiscal Policy,
tax reform and family policy,Social Policy,
tax reform and income distribution,Economic & Fiscal Policy,
tax reform and industrial strategy,Economic & Fiscal Policy,
tax reform and international trade competitiveness,Economic & Fiscal Policy,
tax reform and its impact on Canadians,Economic & Fiscal Policy,
tax reform and its impact on farmers and credit unions,Economic & Fiscal Policy,
tax reform and job creation,Economic & Fiscal Policy,
tax reform and limitations on debate,Parliamentary Affairs,
tax reform and party criticism,Economic & Fiscal Policy,
tax reform and poverty alleviation,Economic & Fiscal Policy,
tax reform and progressive tax system,Economic & Fiscal Policy,
tax reform and redistribution of tax burden,Economic & Fiscal Policy,
tax reform and revenue guarantee for provinces,Intergovernmental & Constitutional Affairs,
tax reform and selective tax measures,Economic & Fiscal Policy,
tax reform and small business assistance,Economic & Fiscal Policy,
tax reform and tax havens,Economic & Fiscal Policy,
tax reform and the Carter commission report,Economic & Fiscal Policy,
tax reform and the Carter report,Economic & Fiscal Policy,
tax reform and trust arrangements,Economic & Fiscal Policy,
tax reform and worker fairness,Economic & Fiscal Policy,
tax reform bill amendment,Economic & Fiscal Policy,
tax reform bill of 1971 and low income families,Economic & Fiscal Policy,
tax reform broadening base and lowering rate,Economic & Fiscal Policy,
tax reform commission study,Economic & Fiscal Policy,
tax reform consultation process,Economic & Fiscal Policy,
tax reform debate relevancy,Economic & Fiscal Policy,
tax reform fairness for middle classes,Economic & Fiscal Policy,
tax reform family vs single person,Economic & Fiscal Policy,
tax reform for justice,Economic & Fiscal Policy,
tax reform for low-income Canadians,Economic & Fiscal Policy,
tax reform impact on co-operatives,Economic & Fiscal Policy,
tax reform legislation and election timing,Economic & Fiscal Policy,
tax reform package for farmers,Economic & Fiscal Policy,
tax reform process criticism,Economic & Fiscal Policy,
tax reform proposals,Economic & Fiscal Policy,
tax reform proposals and food tax,Economic & Fiscal Policy,
tax reform proposals and indexation,Economic & Fiscal Policy,
tax reform proposals for film industry,Economic & Fiscal Policy,
tax reform white paper and budget timing,Economic & Fiscal Policy,
tax reform white paper documents,Economic & Fiscal Policy,
tax reform white paper implementation timetable,Economic & Fiscal Policy,
tax reform white paper investigation,Economic & Fiscal Policy,
tax reform white paper proposals,Economic & Fiscal Policy,
tax reforms affecting co-operative organizations,Economic & Fiscal Policy,
tax refunds and parliamentary procedure,Parliamentary Affairs,
tax refunds and repayment,Economic & Fiscal Policy,
tax refunds for provincial public utilities,Economic & Fiscal Policy,
tax refunds payable to cabinet,Economic & Fiscal Policy,
tax relief for senior citizens,Social Policy,
tax relief for seniors and retired workers,Social Policy,
tax remission for corporations,Economic & Fiscal Policy,
tax remission for laid-off workers,Economic & Fiscal Policy,
tax remission for northern residents,Economic & Fiscal Policy,
tax revenue and GNP calculation,Economic & Fiscal Policy,
tax ruling disclosure,Government Operations & Ethics,
tax ruling on Gulf assets purchase,Government Operations & Ethics,
tax rulings on Crown corporations,Economic & Fiscal Policy,
tax savings for working mothers,Social Policy,
tax savings through new invention,Economic & Fiscal Policy,
tax scope clarification,Economic & Fiscal Policy,
tax sharing and equalization arrangements,Intergovernmental & Constitutional Affairs,
tax sharing arrangements with provinces,Intergovernmental & Constitutional Affairs,
tax sheltered opportunity systems,Economic & Fiscal Policy,
tax simplification measures,Economic & Fiscal Policy,
tax status of charitable organizations,Economic & Fiscal Policy,
tax structure and economic crisis,Economic & Fiscal Policy,
tax structure committee composition and goals,Economic & Fiscal Policy,
tax system and food prices,Economic & Fiscal Policy,
tax system coherence and clarity,Economic & Fiscal Policy,
tax system fairness for families,Economic & Fiscal Policy,
tax system incentives for families,Economic & Fiscal Policy,
tax system inequities,Economic & Fiscal Policy,
tax system integrity and agricultural sector,Economic & Fiscal Policy,
tax system reform,Economic & Fiscal Policy,
tax system reform and fairness,Economic & Fiscal Policy,
tax system reform for ordinary people,Economic & Fiscal Policy,
tax terms for technological development,Economic & Fiscal Policy,
tax treatment for pensioners,Social Policy,
tax treatment for professional groups,Economic & Fiscal Policy,
tax treatment of charitable donations,Economic & Fiscal Policy,
tax treatment of charities and public confidence,Economic & Fiscal Policy,
tax treatment of co-operatives and credit unions,Economic & Fiscal Policy,
tax treatment of job seeking expenses and refunds,Economic & Fiscal Policy,
tax treatment of work in progress,Economic & Fiscal Policy,
tax-free period for foreign teachers,Economic & Fiscal Policy,
tax-sharing study participation,Economic & Fiscal Policy,
taxability of furnace conversion grants,Economic & Fiscal Policy,
taxability of treasury bill profits,Economic & Fiscal Policy,
taxable benefit for employee counselling fees,Economic & Fiscal Policy,
taxable benefits and employee spending power,Economic & Fiscal Policy,
taxable benefits for employees and executives,Economic & Fiscal Policy,
taxable income exemption for interest or dividends,Economic & Fiscal Policy,
taxable income of non-residents earned in Canada,Economic & Fiscal Policy,
taxation amendments,Economic & Fiscal Policy,
taxation and CALURA information sharing,Government Operations & Ethics,
taxation and alternative revenue sources,Economic & Fiscal Policy,
taxation and budget fairness,Economic & Fiscal Policy,
taxation and business competitiveness,Economic & Fiscal Policy,
taxation and copyright for the arts,Economic & Fiscal Policy,
taxation and equity in federal-provincial fiscal arrangements,Intergovernmental & Constitutional Affairs,
taxation and exploration incentives,Economic & Fiscal Policy,
taxation and government savings,Economic & Fiscal Policy,
taxation and government spending,Economic & Fiscal Policy,
taxation and government spending burden,Economic & Fiscal Policy,
taxation and government spending in Manitoba,Economic & Fiscal Policy,
taxation and government spending on families,Economic & Fiscal Policy,
taxation and impact on middle and low income Canadians,Economic & Fiscal Policy,
taxation and income inequality,Economic & Fiscal Policy,
taxation and individual rights,Economic & Fiscal Policy,
taxation and inflation,Economic & Fiscal Policy,
taxation and inflation control,Economic & Fiscal Policy,
taxation and inflation measures,Economic & Fiscal Policy,
taxation and its effects,Economic & Fiscal Policy,
taxation and national unity,Intergovernmental & Constitutional Affairs,
taxation and old age pensions,Social Policy,
taxation and private sector incentives,Economic & Fiscal Policy,
taxation and sale of alcoholic beverages,Economic & Fiscal Policy,
taxation and tourist industry stimulation,Economic & Fiscal Policy,
taxation certification for designated area legislation,Economic & Fiscal Policy,
taxation changes since 1984,Economic & Fiscal Policy,
taxation cuts for different income levels,Economic & Fiscal Policy,
taxation department inquiries,Economic & Fiscal Policy,
taxation fairness for families,Economic & Fiscal Policy,
taxation for health and morals,Economic & Fiscal Policy,
taxation of Canadian-controlled private corporations,Economic & Fiscal Policy,
taxation of Northwest Territories housing benefits,Economic & Fiscal Policy,
taxation of accumulated corporate dividends,Economic & Fiscal Policy,
taxation of advance payments program for grain marketing,Agriculture & Natural Resources,
taxation of advertising in magazines,Economic & Fiscal Policy,
taxation of advertising in non-Canadian newspapers,Economic & Fiscal Policy,
taxation of artists and writers,Economic & Fiscal Policy,
taxation of automobiles for energy conservation,Economic & Fiscal Policy,
taxation of bank reserves,Economic & Fiscal Policy,
taxation of basic groceries,Economic & Fiscal Policy,
taxation of beer,Economic & Fiscal Policy,
taxation of benefits for Nova Scotia and Prince Edward Island,Economic & Fiscal Policy,
taxation of benefits for small business corporations,Economic & Fiscal Policy,
"taxation of bicycles, paper, and polluting industries",Economic & Fiscal Policy,
taxation of building materials and machinery,Economic & Fiscal Policy,
taxation of business income,Economic & Fiscal Policy,
taxation of caisses populaires and co-operatives,Economic & Fiscal Policy,
taxation of capital gains and stock market transactions,Economic & Fiscal Policy,
taxation of capital gains for senior citizens,Economic & Fiscal Policy,
taxation of capital outflow,Economic & Fiscal Policy,
taxation of charitable donations and dependent exemptions,Economic & Fiscal Policy,
taxation of childless couples and single parents,Social Policy,
taxation of church manses and rectories,Economic & Fiscal Policy,
taxation of co-operatives,Economic & Fiscal Policy,
taxation of co-operatives and credit unions,Economic & Fiscal Policy,
taxation of co-operatives and grain handling companies,Economic & Fiscal Policy,
taxation of co-operatives in white paper,Economic & Fiscal Policy,
taxation of construction materials,Economic & Fiscal Policy,
taxation of corporations vs individuals,Economic & Fiscal Policy,
taxation of credit union savings plans,Economic & Fiscal Policy,
taxation of cross-border workers,Economic & Fiscal Policy,
taxation of dividends and savings,Economic & Fiscal Policy,
taxation of educational materials,Economic & Fiscal Policy,
taxation of employee benefits,Economic & Fiscal Policy,
taxation of employee benefits and tax equity,Economic & Fiscal Policy,
taxation of employee car benefits,Economic & Fiscal Policy,
taxation of employee housing loans,Economic & Fiscal Policy,
taxation of employee relocation loans,Economic & Fiscal Policy,
taxation of employee-owned shares,Economic & Fiscal Policy,
taxation of employer health plan contributions,Economic & Fiscal Policy,
taxation of energy conservation and alternative energy,Economic & Fiscal Policy,
taxation of expropriated property compensation,Economic & Fiscal Policy,
taxation of family allowances for seniors,Economic & Fiscal Policy,
taxation of family businesses,Economic & Fiscal Policy,
taxation of farm marketing quotas,Agriculture & Natural Resources,
taxation of farmers and agri-bonds,Economic & Fiscal Policy,
taxation of federal grants to provinces,Economic & Fiscal Policy,
taxation of fishermen's income,Economic & Fiscal Policy,
taxation of fishing crews,Agriculture & Natural Resources,
taxation of food and corporate taxes,Economic & Fiscal Policy,
taxation of food and income disparity,Economic & Fiscal Policy,
taxation of food and sales tax credits,Economic & Fiscal Policy,
taxation of foreign pensions,Economic & Fiscal Policy,
taxation of forest industry benefits,Economic & Fiscal Policy,
taxation of gas-guzzling cars,Economic & Fiscal Policy,
taxation of health and dental benefits,Economic & Fiscal Policy,
taxation of high income earners,Economic & Fiscal Policy,
taxation of high income earners and corporations,Economic & Fiscal Policy,
taxation of higher income families and pensioners,Economic & Fiscal Policy,
taxation of imported educational materials,Economic & Fiscal Policy,
taxation of income and corporations,Economic & Fiscal Policy,
taxation of incorporated farms and ranches,Economic & Fiscal Policy,
taxation of indian band corporations,Indigenous & Northern Affairs,
taxation of individuals vs corporations,Economic & Fiscal Policy,
taxation of insurance companies,Economic & Fiscal Policy,
taxation of insurance policies,Economic & Fiscal Policy,
taxation of land developers' borrowing costs,Economic & Fiscal Policy,
taxation of life insurance and annuity contracts,Economic & Fiscal Policy,
taxation of life insurance and company cars,Economic & Fiscal Policy,
taxation of life insurance and small business dividends,Economic & Fiscal Policy,
taxation of life insurance annuities,Economic & Fiscal Policy,
taxation of life insurance benefits and policy loans,Economic & Fiscal Policy,
taxation of life insurance death benefits,Economic & Fiscal Policy,
taxation of life insurance policies,Economic & Fiscal Policy,
taxation of life interest in estates,Economic & Fiscal Policy,
taxation of low and middle income earners,Economic & Fiscal Policy,
taxation of low-income individuals,Economic & Fiscal Policy,
taxation of machinery for export production,Economic & Fiscal Policy,
taxation of meals for self-employed,Economic & Fiscal Policy,
taxation of multinational corporations,Economic & Fiscal Policy,
taxation of multinational corporations and two-price systems,Economic & Fiscal Policy,
taxation of municipal bonds,Economic & Fiscal Policy,
taxation of natural gas and petroleum,Economic & Fiscal Policy,
taxation of natural gas exports,Agriculture & Natural Resources,
taxation of non-resident pensions,Economic & Fiscal Policy,
taxation of northern benefits and allowances,Indigenous & Northern Affairs,
taxation of northern benefits and energy,Economic & Fiscal Policy,
taxation of northern benefits for mining industry,Economic & Fiscal Policy,
taxation of northern housing benefits,Economic & Fiscal Policy,
taxation of oil and gas companies,Economic & Fiscal Policy,
taxation of old age pensions,Social Policy,
taxation of old age security pensioners,Social Policy,
taxation of outboard motors vs cars,Economic & Fiscal Policy,
